TIENDA_ID,LATITUD_NUM,LONGITUD_NUM,estado,municipio,cp
481,25.7829,-100.2648,Nuevo León,APODACA ,66635
482,25.78409,-100.1831,Nuevo León,APODACA ,66600
483,26.30989,-99.5393,Nuevo León,AGUALEGUAS ,65800
484,25.71093,-100.13501,Nuevo León,APODACA ,66647
485,25.29167,-100.02398,Nuevo León,ALLENDE ,67350
486,25.59693,-100.02597,Nuevo León,CADEREYTA JIMENEZ ,67450
487,25.63661,-100.17872,Nuevo León,JUAREZ ,67286
488,25.61455,-100.17592,Nuevo León,JUAREZ ,67286
489,25.63466,-100.15852,Nuevo León,JUAREZ ,67289
491,25.61903,-100.14562,Nuevo León,JUAREZ ,67276
492,25.27251,-100.00065,Nuevo León,ALLENDE ,67350
493,25.68103,-100.25271,Nuevo León,GUADALUPE ,67144
494,26.08399,-99.60526,Nuevo León,CERRALVO ,65900
495,25.66923,-100.23264,Nuevo León,GUADALUPE ,67179
496,24.84507,-99.55926,Nuevo León,LINARES ,67790
497,25.20866,-99.84815,Nuevo León,MONTEMORELOS ,67515
498,25.2806,-100.01745,Nuevo León,ALLENDE ,67350
499,25.61784,-100.17803,Nuevo León,JUAREZ ,67286
501,25.17002,-99.84103,Nuevo León,MONTEMORELOS ,67535
502,25.78769,-100.18016,Nuevo León,APODACA ,66605
503,25.67292,-100.25155,Nuevo León,GUADALUPE ,67144
504,25.62039,-100.28323,Nuevo León,MONTERREY ,64790
505,25.61653,-100.14059,Nuevo León,JUAREZ ,67280
506,25.70051,-100.18745,Nuevo León,GUADALUPE ,67116
507,25.65665,-100.26909,Nuevo León,GUADALUPE ,67174
508,25.61912,-100.12962,Nuevo León,JUAREZ ,67280
509,25.66655,-100.21398,Nuevo León,GUADALUPE ,67185
511,24.84738,-99.553,Nuevo León,LINARES ,67790
512,25.75565,-100.10629,Nuevo León,PESQUERIA ,66673
513,25.80144,-100.21888,Nuevo León,APODACA ,66610
514,25.59599,-100.077,Nuevo León,VALLE DEL ROBLE,67458
515,25.63215,-100.09914,Nuevo León,JUAREZ ,67266
516,25.5751,-100.01917,Nuevo León,CADEREYTA JIMENEZ ,67485
517,25.68302,-100.0874,Nuevo León,JUAREZ ,67256
518,24.85695,-99.53004,Nuevo León,LINARES ,67756
519,25.68449,-100.2262,Nuevo León,GUADALUPE ,67163
521,25.81326,-99.16838,Nuevo Leon,GRAL. BRAVO ,67000
522,25.81395,-99.16855,Nuevo Leon,GRAL. BRAVO ,67000
523,25.70674,-99.23637,Nuevo León,CHINA ,67050
524,25.64402,-100.05898,Nuevo León,JUAREZ ,67259
525,25.59205,-100.00413,Nuevo León,CADEREYTA JIMENEZ ,67480
526,25.59127,-100.00781,Nuevo León,CADEREYTA JIMENEZ ,67480
527,25.64268,-100.10129,Nuevo León,JUAREZ ,67267
528,25.60567,-100.07793,Nuevo León,VALLE DEL ROBLE,67458
529,25.64248,-100.1225,Nuevo León,JUAREZ ,67275
531,25.66834,-100.20095,Nuevo León,GUADALUPE ,67184
532,25.68988,-100.10206,Nuevo León,JUAREZ ,67258
533,25.76443,-100.26214,Nuevo León,APODACA ,66635
534,25.80848,-100.2275,Nuevo León,APODACA ,66610
535,25.78523,-100.19049,Nuevo León,APODACA ,66600
536,25.6581,-100.22496,Nuevo León,GUADALUPE ,67182
537,25.19829,-99.82656,Nuevo León,MONTEMORELOS ,67500
538,25.60006,-99.98635,Nuevo León,CADEREYTA JIMENEZ ,67483
539,25.69036,-99.2423,Nuevo León,CHINA ,67050
541,25.70214,-100.25043,Nuevo León,GUADALUPE ,67120
542,25.6263,-100.09652,Nuevo León,JUAREZ ,67265
543,25.65013,-100.07336,Nuevo León,JUAREZ ,67250
544,25.64653,-100.06443,Nuevo León,JUAREZ ,67259
545,25.59278,-100.00266,Nuevo León,CADEREYTA JIMENEZ ,67480
546,25.62223,-100.09129,Nuevo León,JUAREZ ,67265
547,25.66161,-100.14385,Nuevo León,JUAREZ ,67257
548,25.7961,-99.1784,Nuevo León,GRAL. BRAVO ,67000
549,25.7083,-100.08768,Nuevo León,PESQUERIA ,66670
551,25.66131,-100.10421,Nuevo León,JUAREZ ,67267
552,25.62981,-100.09465,Nuevo León,JUAREZ ,67265
553,25.62432,-100.29972,Nuevo León,MONTERREY ,64920
554,25.65033,-100.3553,Nuevo León,SAN PEDRO GARZA GARCIA ,66265
555,24.87242,-99.56097,Nuevo León,LINARES ,67715
556,24.8612,-99.56176,Nuevo León,LINARES ,67720
557,25.6704,-100.21162,Nuevo León,GUADALUPE ,67184
558,25.66055,-100.15006,Nuevo León,GUADALUPE ,67202
559,25.72444,-100.15672,Nuevo León,APODACA ,66647
561,25.66779,-100.1394,Nuevo León,GUADALUPE ,67200
562,25.69635,-100.20652,Nuevo León,GUADALUPE ,67118
563,25.77845,-100.02328,Nuevo León,PESQUERIA ,66650
564,25.68658,-100.21385,Nuevo León,GUADALUPE ,67164
565,25.66704,-100.10666,Nuevo León,JUAREZ ,67267
566,25.61549,-100.16955,Nuevo León,JUAREZ ,67250
567,25.64856,-100.3572,Nuevo León,SAN PEDRO GARZA GARCIA ,66273
568,25.79812,-100.25672,Nuevo León,APODACA ,66612
569,25.62041,-100.10528,Nuevo León,JUAREZ ,67250
571,25.74155,-100.18463,Nuevo León,APODACA ,66633
572,25.5733,-100.02196,Nuevo León,CADEREYTA JIMENEZ ,67485
573,25.61552,-100.15421,Nuevo León,JUAREZ ,67280
574,25.8221,-100.25906,Nuevo León,APODACA ,66613
575,25.6737,-100.27038,Nuevo León,GUADALUPE ,67140
576,25.65319,-100.20294,Nuevo León,GUADALUPE ,67198
577,25.5977,-100.25362,Nuevo León,MONTERREY ,64988
578,25.60816,-100.16515,Nuevo León,MONTERREY ,64480
579,25.66445,-100.1007,Nuevo León,JUAREZ ,67267
581,25.58871,-99.99602,Nuevo León,CADEREYTA JIMENEZ ,67450
582,25.69596,-100.18514,Nuevo León,GUADALUPE ,67116
583,25.66215,-100.22198,Nuevo León,GUADALUPE ,67170
584,25.66242,-100.29553,Nuevo León,MONTERREY ,64810
585,25.66144,-100.21849,Nuevo León,GUADALUPE ,67185
586,25.6606,-100.15012,Nuevo León,GUADALUPE ,67202
587,25.72789,-100.1931,Nuevo León,GUADALUPE ,67117
588,25.58313,-99.98599,Nuevo León,CADEREYTA JIMENEZ ,67480
589,25.63988,-100.19627,Nuevo León,GUADALUPE ,67192
591,25.65561,-100.22113,Nuevo León,GUADALUPE ,67182
592,25.64027,-100.20374,Nuevo León,GUADALUPE ,67194
593,25.74583,-100.16589,Nuevo León,APODACA ,66640
594,25.72671,-100.17316,Nuevo León,APODACA ,66648
595,25.28658,-100.03171,Nuevo León,ALLENDE ,67350
596,25.79536,-100.0951,Nuevo León,PESQUERIA ,66655
597,25.6714,-100.21653,Nuevo León,GUADALUPE ,67185
598,25.68012,-100.22238,Nuevo León,GUADALUPE ,67160
599,25.67213,-100.23018,Nuevo León,GUADALUPE ,67179
601,25.6537,-100.15693,Nuevo León,GUADALUPE ,67199
602,25.64834,-100.20994,Nuevo León,GUADALUPE ,67186
603,25.77272,-100.01139,Nuevo León,PESQUERIA ,66658
604,25.62711,-100.28613,Nuevo León,MONTERREY ,64780
605,25.28028,-99.97056,Nuevo León,ALLENDE ,67354
606,25.66378,-100.12145,Nuevo León,JUAREZ ,67269
607,25.65072,-100.17396,Nuevo León,GUADALUPE ,67196
608,25.78701,-100.20481,Nuevo León,APODACA ,66604
609,25.6568,-100.20271,Nuevo León,GUADALUPE ,67180
611,25.68666,-100.23036,Nuevo León,GUADALUPE ,67163
612,25.74353,-100.17685,Nuevo León,APODACA ,66612
613,25.66542,-100.12747,Nuevo León,JUAREZ ,67257
614,25.69467,-100.10876,Nuevo León,JUAREZ ,67258
615,25.19016,-99.83539,Nuevo León,MONTEMORELOS ,67500
616,25.70758,-100.16037,Nuevo León,APODACA ,66647
617,25.65422,-100.07998,Nuevo León,JUAREZ ,67254
618,25.56061,-100.00581,Nuevo León,CADEREYTA JIMENEZ ,67480
619,25.69338,-100.11017,Nuevo León,JUAREZ ,67258
621,25.58565,-100.03457,Nuevo León,CADEREYTA JIMENEZ ,67485
622,25.58502,-99.99391,Nuevo León,CADEREYTA JIMENEZ ,67480
623,25.58972,-99.98302,Nuevo León,CADEREYTA JIMENEZ ,67483
624,25.63117,-100.10429,Nuevo León,JUAREZ ,67266
625,25.62271,-100.12389,Nuevo León,JUAREZ ,67280
626,25.58631,-100.00492,Nuevo León,CADEREYTA JIMENEZ ,67450
627,25.37624,-100.11082,Nuevo León,SANTIAGO ,67328
628,25.62308,-100.11947,Nuevo León,JUAREZ ,67280
629,25.6821,-100.41138,Nuevo León,SAN PEDRO GARZA GARCIA ,66219
631,25.7878,-100.26697,Nuevo León,APODACA ,66612
632,25.67265,-100.10799,Nuevo León,,12242
633,25.72512,-100.18482,Nuevo León,GUADALUPE ,67114
634,25.79764,-100.26361,Nuevo León,APODACA ,66612
635,25.6638,-100.25769,Nuevo León,GUADALUPE ,67174
636,25.79726,-100.05891,Nuevo León,PESQUERIA ,66653
637,25.66896,-100.1318,Nuevo León,JUAREZ ,67257
638,25.66655,-100.27964,Nuevo León,MONTERREY ,64800
639,25.71143,-100.15224,Nuevo León,APODACA ,66647
641,25.66455,-100.15575,Nuevo León,GUADALUPE ,67205
642,25.70438,-100.22197,Nuevo León,GUADALUPE ,67110
643,25.65151,-100.18677,Nuevo León,GUADALUPE ,67198
644,25.7036,-100.15854,Nuevo León,GUADALUPE ,67130
645,25.66766,-100.2033,Nuevo León,GUADALUPE ,67184
646,25.8184,-100.09625,Nuevo León,PESQUERIA ,66655
647,25.7865,-100.26285,Nuevo León,APODACA ,66612
648,25.28052,-100.01043,Nuevo León,ALLENDE ,67350
649,25.68285,-100.16291,Nuevo León,GUADALUPE ,67196
651,25.77467,-100.20012,Nuevo León,APODACA ,66600
652,25.65635,-100.26234,Nuevo León,GUADALUPE ,67174
653,25.69885,-100.12075,Nuevo León,APODACA ,66676
654,25.18499,-99.8407,Nuevo León,MONTEMORELOS ,67530
655,25.64333,-100.13593,Nuevo León,JUAREZ ,67277
656,25.66196,-100.31357,Nuevo León,MONTERREY ,64720
657,25.62437,-100.06568,Nuevo León,JUAREZ ,67262
658,25.64325,-100.09237,Nuevo León,JUAREZ ,67250
659,25.191,-99.82865,Nuevo León,MONTEMORELOS ,67500
661,25.71494,-100.10718,Nuevo León,PESQUERIA ,66670
662,25.45501,-100.15735,Nuevo León,SANTIAGO ,67316
663,25.71882,-100.16863,Nuevo León,APODACA ,66648
664,25.76367,-100.24509,Nuevo León,APODACA ,66636
665,25.66052,-100.18487,Nuevo León,GUADALUPE ,67190
666,25.7564,-100.23588,Nuevo León,APODACA ,66630
667,25.73719,-100.15527,Nuevo León,APODACA ,66644
668,25.72812,-100.18563,Nuevo León,GUADALUPE ,67114
669,25.82412,-100.21998,Nuevo León,APODACA ,66607
671,25.67863,-100.26725,Nuevo León,GUADALUPE ,67140
672,25.64168,-100.08912,Nuevo León,JUAREZ ,67250
673,25.64503,-100.17097,Nuevo León,GUADALUPE ,67199
674,25.69528,-100.20643,Nuevo León,GUADALUPE ,67118
675,25.78519,-100.05869,Nuevo León,PESQUERIA ,66650
676,25.77877,-100.2631,Nuevo León,APODACA ,66635
677,25.68325,-100.23067,Nuevo León,GUADALUPE ,67163
678,25.80739,-100.23326,Nuevo León,APODACA ,66610
679,25.75634,-100.16623,Nuevo León,APODACA ,66646
681,25.73571,-100.18086,Nuevo León,APODACA ,66633
682,25.66952,-100.20744,Nuevo León,GUADALUPE ,67184
683,25.75383,-100.10352,Nuevo León,PESQUERIA ,66673
684,25.70486,-100.15613,Nuevo León,GUADALUPE ,67130
685,25.62251,-100.11564,Nuevo León,JUAREZ ,67280
686,25.54298,-99.84019,Nuevo León,CADEREYTA JIMENEZ ,67454
687,25.66008,-100.20738,Nuevo León,GUADALUPE ,67180
688,25.66385,-100.16292,Nuevo León,GUADALUPE ,67203
689,25.6576,-100.19825,Nuevo León,GUADALUPE ,67198
691,25.66351,-100.17908,Nuevo León,GUADALUPE ,67190
692,25.64549,-100.15797,Nuevo León,JUAREZ ,67257
693,25.68688,-100.09822,Nuevo León,JUAREZ ,67258
694,25.67955,-100.24328,Nuevo León,GUADALUPE ,67155
695,25.64133,-100.06171,Nuevo León,JUAREZ ,67255
696,25.77371,-100.23999,Nuevo León,APODACA ,66636
697,25.64114,-100.15849,Nuevo León,JUAREZ ,67288
698,25.7564,-100.2484,Nuevo León,APODACA ,66630
699,25.57064,-100.02873,Nuevo León,CADEREYTA JIMENEZ ,67485
701,25.66395,-100.15029,Nuevo León,GUADALUPE ,67205
702,25.67344,-100.26084,Nuevo León,GUADALUPE ,67100
703,25.75169,-100.15797,Nuevo León,APODACA ,66646
704,25.68419,-100.22138,Nuevo León,GUADALUPE ,67160
705,25.74365,-100.1505,Nuevo León,APODACA ,66646
706,25.73785,-100.20217,Nuevo León,APODACA ,66633
707,25.77529,-100.23816,Nuevo León,APODACA ,66636
708,25.3947,-100.12973,Nuevo León,SANTIAGO ,67330
709,25.64914,-100.16257,Nuevo Leon,JUAREZ ,67257
711,25.68007,-100.16831,Nuevo León,GUADALUPE ,67134
712,25.63907,-100.14898,Nuevo León,JUAREZ ,67277
713,24.85807,-99.57523,Nuevo León,LINARES ,67760
714,25.87926,-100.0327,Nuevo León,MARIN ,66700
715,25.60082,-99.9882,Nuevo León,CADEREYTA JIMENEZ ,67483
716,25.7105,-100.21547,Nuevo León,GUADALUPE ,67110
717,25.637,-100.1251,Nuevo León,JUAREZ ,67275
718,25.5967,-99.98241,Nuevo León,CADEREYTA JIMENEZ ,67483
719,25.58241,-100.02211,Nuevo León,CADEREYTA JIMENEZ ,67456
721,25.36299,-99.98668,Nuevo León,CADEREYTA JIMENEZ ,67460
722,25.69569,-100.24609,Nuevo León,GUADALUPE ,67125
723,25.37834,-100.11439,Nuevo León,SANTIAGO ,67328
724,25.63517,-100.18604,Nuevo León,JUAREZ ,67288
725,25.66995,-100.27144,Nuevo León,MONTERREY ,64800
726,25.72278,-100.15421,Nuevo León,APODACA ,66647
727,25.64184,-100.10777,Nuevo León,JUAREZ ,67267
728,25.66763,-100.18443,Nuevo León,GUADALUPE ,67190
729,25.78478,-100.25775,Nuevo León,APODACA ,66612
731,25.67493,-100.20706,Nuevo León,GUADALUPE ,67188
732,25.75866,-100.10849,Nuevo León,PESQUERIA ,66673
733,25.79861,-100.20199,Nuevo León,APODACA ,66606
734,25.5415,-100.00833,Nuevo León,CADEREYTA JIMENEZ ,67456
735,25.71611,-100.18296,Nuevo León,APODACA ,66649
736,25.81079,-100.21974,Nuevo León,APODACA ,66610
737,25.57386,-100.00367,Nuevo León,CADEREYTA JIMENEZ ,67480
738,25.77445,-100.19367,Nuevo León,APODACA ,66600
739,25.80732,-100.24986,Nuevo León,APODACA ,66613
741,25.6503,-100.09787,Nuevo León,JUAREZ ,67267
742,25.79436,-100.08207,Nuevo León,PESQUERIA ,66658
743,25.7687,-100.21336,Nuevo León,APODACA ,66632
744,25.60719,-100.04114,Nuevo León,CADEREYTA JIMENEZ ,67450
745,25.69224,-99.62149,Nuevo León,,66833
746,25.6867,-100.19352,Nuevo León,GUADALUPE ,67168
747,25.599,-99.68105,Tamaulipas,LOS RAMONES ,66842
748,25.27433,-100.01648,Nuevo León,ALLENDE ,67350
749,26.07895,-99.62539,Nuevo León,CERRALVO ,65900
751,25.68108,-100.07976,Nuevo León,JUAREZ ,67256
752,25.6614,-100.40051,Nuevo León,SAN PEDRO GARZA GARCIA ,66200
753,25.72788,-100.18008,Nuevo León,GUADALUPE ,67114
754,25.71732,-100.19217,Nuevo León,GUADALUPE ,67113
755,25.6718,-100.07631,Nuevo León,JUAREZ ,67256
756,25.63392,-100.12148,Nuevo León,JUAREZ ,67275
757,25.46719,-100.17342,Nuevo León,SANTIAGO ,67300
758,25.62464,-100.11749,Nuevo León,JUAREZ ,67280
759,25.61631,-100.13266,Nuevo León,JUAREZ ,67280
761,25.487,-100.1833,Nuevo León,SANTIAGO ,67303
762,25.6793,-100.09175,Nuevo León,JUAREZ ,67256
763,25.62994,-100.17502,Nuevo León,JUAREZ ,67288
764,25.28191,-100.02697,Nuevo León,ALLENDE ,67350
765,25.69325,-100.23738,Nuevo León,GUADALUPE ,67139
766,25.72372,-100.14054,Nuevo León,APODACA ,66643
768,25.35691,-100.09469,Nuevo León,SANTIAGO ,67327
769,25.69461,-100.17078,Nuevo León,GUADALUPE ,67116
771,25.77843,-100.24895,Nuevo León,APODACA ,66636
772,25.79316,-100.18115,Nuevo León,APODACA ,66605
773,25.80301,-100.22922,Nuevo León,APODACA ,66610
774,25.53083,-100.21282,Nuevo León,MONTERREY ,64985
775,25.76244,-100.25412,Nuevo León,APODACA ,66635
776,25.61936,-100.12416,Nuevo León,JUAREZ ,67280
777,25.76835,-100.25045,Nuevo León,APODACA ,66636
778,25.64885,-100.08403,Nuevo León,JUAREZ ,67254
779,25.7022,-99.22837,Nuevo León,CHINA ,67050
781,25.6386,-100.1923,Nuevo León,GUADALUPE ,67197
782,25.6037,-100.1814,Nuevo León,JUAREZ ,67286
783,25.6989,-100.1506,Nuevo León,GUADALUPE ,67130
784,25.2894,-100.03434,Nuevo León,ALLENDE ,67350
785,25.26151,-99.67147,Nuevo León,GRAL. TERAN ,67400
786,25.2829,-100.0032,Nuevo León,ALLENDE ,67350
787,25.61143,-100.14326,Nuevo León,JUAREZ ,67280
788,25.62279,-100.14207,Nuevo León,JUAREZ ,67276
789,25.71404,-100.17443,Nuevo León,APODACA ,66649
791,25.182,-99.8244,Nuevo León,MONTEMORELOS ,67580
792,25.67762,-100.25978,Nuevo León,GUADALUPE ,67100
793,25.1903,-99.8164,Nuevo León,MONTEMORELOS ,67520
794,25.62578,-100.10845,Nuevo León,JUAREZ ,67266
795,25.72208,-100.11152,Nuevo León,PESQUERIA ,66670
796,25.80135,-100.157,Nuevo León,APODACA ,66620
797,25.71515,-100.10426,Nuevo León,PESQUERIA ,66670
798,25.99222,-98.09663,Tamaulipas,Río Bravo,88930
799,25.77842,-100.20311,Nuevo León,APODACA ,66600
801,25.58436,-100.02436,Nuevo León,CADEREYTA JIMENEZ ,67485
802,25.9898,-98.1002,Tamaulipas,Río Bravo,88930
803,25.9872,-98.1074,Tamaulipas,Río Bravo,88950
804,25.54712,-100.23021,Nuevo León,MONTERREY ,64996
805,26.0835,-98.33,Tamaulipas,Reynosa,88655
806,26.069,-98.2719,Tamaulipas,Reynosa,88680
807,26.07896,-98.33792,Tamaulipas,Reynosa,88710
808,26.02103,-98.27533,Tamaulipas,Reynosa,88799
809,26.03188,-98.34141,Tamaulipas,Reynosa,88736
811,26.0562,-98.3151,Tamaulipas,Reynosa,88703
812,25.63369,-100.08873,Nuevo León,JUAREZ ,67262
813,25.992,-98.114,Tamaulipas,Río Bravo,88930
814,25.1249,-99.81162,Nuevo León,MONTEMORELOS ,67614
815,25.56212,-100.0206,Nuevo León,CADEREYTA JIMENEZ ,67485
816,26.09528,-98.28297,Tamaulipas,Reynosa,88500
817,26.08866,-98.27988,Tamaulipas,Reynosa,88500
818,25.56875,-99.9824,Nuevo León,CADEREYTA JIMENEZ ,67484
819,26.0669,-98.39358,Tamaulipas,Reynosa,88715
821,25.78159,-100.24528,Nuevo León,APODACA ,66612
822,25.98347,-98.11129,Tamaulipas,Río Bravo,88950
823,25.66404,-100.23363,Nuevo León,GUADALUPE ,67176
824,25.7371,-100.16613,Nuevo León,APODACA ,66644
825,25.621,-100.1357,Nuevo León,JUAREZ ,67280
826,25.58719,-100.0281,Nuevo León,CADEREYTA JIMENEZ ,67485
827,25.52392,-100.20669,Nuevo León,MONTERREY ,64985
828,25.6678,-100.2209,Nuevo León,GUADALUPE ,67185
829,25.6583,-100.0982,Nuevo León,JUAREZ ,67267
831,25.80079,-100.19156,Nuevo León,APODACA ,66606
832,25.66925,-100.237,Nuevo León,GUADALUPE ,67175
833,25.8173,-100.234,Nuevo León,APODACA ,66614
834,25.70647,-100.22508,Nuevo León,GUADALUPE ,67129
835,26.01647,-98.25479,Tamaulipas,Reynosa,88777
836,25.796,-100.2677,Nuevo León,APODACA ,66612
837,25.59165,-100.00124,Nuevo León,CADEREYTA JIMENEZ ,67480
838,24.86658,-99.57686,Nuevo León,LINARES ,67769
839,26.08506,-98.27164,Tamaulipas,Reynosa,88560
841,25.58732,-100.27536,Nuevo León,CADEREYTA JIMENEZ ,67467
842,25.66859,-100.20566,Nuevo León,GUADALUPE ,67184
843,25.29304,-100.01274,Nuevo León,ALLENDE ,67350
844,25.6201,-100.0489,Nuevo Leon,CADEREYTA JIMENEZ ,67486
845,25.6792,-100.179,Nuevo León,GUADALUPE ,67134
846,25.65985,-100.34713,Nuevo León,SAN PEDRO GARZA GARCIA ,66278
847,25.71567,-100.1601,Nuevo León,APODACA ,66647
848,26.09732,-98.29138,Tamaulipas,Reynosa,88540
849,25.85841,-99.94211,Nuevo León,DR. GONZALEZ ,66750
851,26.06185,-98.32044,Tamaulipas,Reynosa,88740
852,25.60786,-100.05789,Nuevo León,CADEREYTA JIMENEZ ,67485
853,25.97227,-98.29033,Tamaulipas,Reynosa,88860
854,26.04082,-98.31979,Tamaulipas,Reynosa,88756
855,26.04971,-98.31442,Tamaulipas,Reynosa,88703
856,26.04652,-98.38172,Tamaulipas,Reynosa,88735
859,25.61021,-100.06526,Nuevo León,,67285
861,25.69839,-100.11424,Nuevo León,GUADALUPE ,67190
862,25.64401,-100.14872,Nuevo León,MONTERREY ,64760
863,25.18193,-99.85133,Nuevo León,LINARES ,67800
865,26.00448,-98.25235,Tamaulipas,Reynosa,87500
866,26.03853,-98.30021,Tamaulipas,Reynosa,87509
867,24.86623,-99.5714,Tamaulipas,LINARES ,67769
868,25.64498,-100.10663,Nuevo León,GUADALUPE ,67173
871,25.79852,-100.22754,Nuevo León,GRAL. ESCOBEDO ,66055
872,25.76884,-100.15083,Nuevo León,MONTERREY ,64560
873,25.69741,-100.13975,Nuevo León,GUADALUPE ,67132
874,25.40397,-99.98722,Nuevo León,CADEREYTA JIMENEZ ,67467
875,26.0857,-98.29232,Tamaulipas,Reynosa,88620
876,26.08091,-98.27484,Tamaulipas,Reynosa,88630
877,26.03791,-98.36191,Tamaulipas,Reynosa,88736
878,26.03851,-98.35729,Tamaulipas,Reynosa,88736
879,26.09214,-98.2756,Tamaulipas,Reynosa,88500
881,26.07699,-98.277,Tamaulipas,Reynosa,88630
882,26.0883,-98.27013,Tamaulipas,Reynosa,88560
883,26.0646,-98.2845,Tamaulipas,Reynosa,88630
884,26.0896,-98.27616,Tamaulipas,Reynosa,78557
885,25.98226,-98.09069,Tamaulipas,Río Bravo,88959
886,26.06934,-98.29477,Tamaulipas,Reynosa,88660
887,26.05794,-98.29427,Tamaulipas,Reynosa,88690
888,26.06334,-98.28745,Tamaulipas,Reynosa,88631
889,26.07191,-98.27563,Tamaulipas,Reynosa,88680
891,25.97946,-98.06868,Tamaulipas,Río Bravo,88900
892,26.0774,-98.29348,Tamaulipas,Reynosa,88660
893,26.08725,-98.30295,Tamaulipas,Reynosa,88620
894,26.06298,-98.33505,Tamaulipas,Reynosa,88747
895,26.07196,-98.3496,Tamaulipas,Reynosa,88710
896,26.03921,-98.351,Tamaulipas,Reynosa,88736
897,26.05115,-98.34874,Tamaulipas,Reynosa,88700
898,26.05933,-98.30631,Tamaulipas,Reynosa,88700
899,26.07745,-98.28304,Tamaulipas,Reynosa,88630
901,26.05283,-98.29934,Tamaulipas,Reynosa,88759
902,26.06042,-98.31307,Tamaulipas,Reynosa,88500
903,26.06081,-98.29796,Tamaulipas,Reynosa,88500
904,26.18754,-98.46751,Tamaulipas,Gustavo Díaz Ordaz,88420
905,26.02988,-98.23728,Tamaulipas,Reynosa,88500
906,26.08238,-98.32488,Tamaulipas,Reynosa,88500
907,26.05555,-98.34134,Tamaulipas,Reynosa,88500
908,26.04733,-98.29975,Tamaulipas,Reynosa,88500
909,26.05964,-98.30874,Tamaulipas,Reynosa,88500
911,26.01801,-98.24324,Tamaulipas,Reynosa,88500
912,26.0085,-98.24256,Tamaulipas,Reynosa,88500
913,26.05574,-98.28835,Tamaulipas,Reynosa,88500
914,26.04321,-97.95335,Tamaulipas,Río Bravo,88810
915,26.07616,-98.28808,Tamaulipas,Reynosa,88500
916,26.05247,-97.95191,Tamaulipas,Río Bravo,88810
917,26.06344,-98.37474,Tamaulipas,Reynosa,88500
918,26.07442,-98.30989,Tamaulipas,Reynosa,88500
919,26.05088,-98.32233,Tamaulipas,Reynosa,88500
921,26.00836,-98.20679,Tamaulipas,Reynosa,88500
922,26.0662,-98.34108,Tamaulipas,Reynosa,88500
923,26.08281,-98.28388,Tamaulipas,Reynosa,88500
924,26.06088,-98.28161,Tamaulipas,Reynosa,88500
925,26.05698,-98.31215,Tamaulipas,Reynosa,88500
926,26.0284,-98.43882,Tamaulipas,Reynosa,88733
927,25.92283,-98.26913,Tamaulipas,Reynosa,88796
928,26.39945,-99.02597,Tamaulipas,Miguel Alemán,88300
929,25.99169,-98.07486,Tamaulipas,Río Bravo,88920
931,26.04801,-98.37562,Tamaulipas,Reynosa,88500
932,26.38915,-99.0183,Tamaulipas,Miguel Alemán,88300
933,26.06831,-98.305,Tamaulipas,Reynosa,88500
934,26.05878,-98.29961,Tamaulipas,Reynosa,88500
935,25.99116,-98.09066,Tamaulipas,Río Bravo,88900
936,26.08377,-98.30029,Tamaulipas,Reynosa,88500
937,26.23352,-98.59779,Tamaulipas,Gustavo Díaz Ordaz,88400
938,26.39773,-99.03788,Tamaulipas,Miguel Alemán,88300
939,26.02647,-98.44417,Tamaulipas,Reynosa,88733
941,26.00379,-98.25312,Tamaulipas,Reynosa,88500
942,25.9883,-98.11208,Tamaulipas,Río Bravo,88950
943,26.05403,-98.38253,Tamaulipas,Reynosa,88500
944,25.99662,-98.06202,Tamaulipas,Río Bravo,88920
945,25.98966,-98.08214,Tamaulipas,Río Bravo,88900
946,26.03574,-98.39134,Tamaulipas,Reynosa,88730
947,26.0662,-98.267,Tamaulipas,Reynosa,88500
948,26.05154,-98.41472,Tamaulipas,Reynosa,88715
949,26.06029,-98.24792,Tamaulipas,Reynosa,88500
951,26.08338,-98.30352,Tamaulipas,Reynosa,88500
952,26.04772,-98.30035,Tamaulipas,Reynosa,88500
953,26.08276,-98.28998,Tamaulipas,Reynosa,88500
954,26.06715,-98.32452,Tamaulipas,Reynosa,88500
955,26.00686,-98.06271,Tamaulipas,Río Bravo,88923
956,25.98349,-98.08468,Tamaulipas,Río Bravo,88900
957,26.03575,-98.3799,Tamaulipas,Reynosa,88500
958,25.99809,-98.08917,Tamaulipas,Río Bravo,88900
959,26.06102,-98.29517,Tamaulipas,Reynosa,88500
961,26.23095,-98.66727,Tamaulipas,Reynosa,88500
962,26.02219,-98.27036,Tamaulipas,Reynosa,88500
963,26.06109,-98.35409,Tamaulipas,Reynosa,88500
964,26.00345,-98.24709,Tamaulipas,Reynosa,88500
965,25.98342,-98.10511,Tamaulipas,Río Bravo,88950
966,26.02126,-98.27927,Tamaulipas,Reynosa,88500
967,26.00751,-98.24571,Tamaulipas,Reynosa,88500
968,26.02023,-98.22689,Tamaulipas,Reynosa,88500
969,26.07305,-98.2914,Tamaulipas,Reynosa,88500
971,26.0366,-98.34031,Tamaulipas,Reynosa,88500
972,26.07018,-98.30235,Tamaulipas,Reynosa,88500
973,26.04916,-98.38596,Tamaulipas,Reynosa,88500
974,26.04235,-98.37229,Tamaulipas,Reynosa,88500
975,26.0282,-98.28279,Tamaulipas,Reynosa,88500
976,26.0948,-98.30479,Tamaulipas,Reynosa,88500
