tienda_id,plaza_cve,nivelsocioeconomico_des,entorno_des,mts2ventas_num,puertasrefrig_num,cajonesestacionamiento_num,segmento_maestro_desc,lid_ubicacion_tienda,dataset,meta_venta,porcentaje_cumplimiento,venta_promedio,dist_cerca,latitud_num,longitud_num,num_escuelas,num_abarrotes,num_super,num_farmacia,num_oficina,num_establecimientos,num_gasolinera
598,1,C,Hogar,96.69,12,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1195773.2566666666,464.04452242994614,25.68012,-100.22238,4,7,0,0,0,40,0
599,1,C,Hogar,114.63,13,6,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,945328.2519047619,406.36881034383504,25.67213,-100.23018,4,12,1,0,0,100,0
585,1,C,Hogar,112.9,12,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,76.2,568689.4966666667,358.99373988772885,25.66144,-100.21849,5,13,0,0,0,82,0
519,1,C,Base,115.03,13,6,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,936432.1319047619,469.19921455670493,25.68449,-100.2262,3,7,0,0,0,90,0
536,1,C,Hogar,114.87,13,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,897887.1476190476,128.72430877432365,25.6581,-100.22496,3,16,0,0,0,155,1
541,1,C,Hogar,109.97,13,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1226188.1552380952,143.61615491997873,25.70214,-100.25043,5,3,0,0,0,113,2
557,1,C,Hogar,84.08,12,4,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1391332.3633333333,430.6797485460037,25.6704,-100.21162,5,9,0,0,0,76,0
559,1,C,Hogar,92.18,13,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1147226.9419047618,312.26798529294103,25.72444,-100.15672000000001,0,6,0,0,0,49,0
562,1,C,Hogar,104.62,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,61.9,584733.8709523809,119.45349964304789,25.69635,-100.20652,6,24,0,1,0,195,0
564,1,C,Hogar,115.51,13,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1097190.1866666668,258.4968703950023,25.68658,-100.21385,2,15,1,1,0,203,0
571,1,C,Hogar,112.89,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1397740.627142857,508.892679014814,25.74155,-100.18463,0,3,1,2,0,53,0
332,1,B,Receso,136,13,6,Oficinistas,UT_DENSIDAD,TRAIN,516000,85.7,764151.7009523809,359.1844825948457,25.69665,-100.14323,0,0,0,0,0,5,1
324,1,C,Hogar,97,13,5,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1177755.5257142857,503.53102558551353,25.69969,-100.21334,5,5,0,0,0,55,0
582,1,C,Hogar,120.33,11,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,999257.3047619048,347.23241039862313,25.69596,-100.18514,4,19,0,0,0,99,0
583,1,C,Hogar,113.5,13,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,928026.8357142857,358.99373988772885,25.66215,-100.22198,8,15,0,1,0,100,0
329,1,C,Receso,71,13,5,Oficinistas,UT_GAS_URBANA,TRAIN,516000,95.2,882771.3285714285,375.5621201225598,25.70334,-100.239,1,2,1,0,0,143,2
575,1,C,Hogar,99.73,13,4,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1109905.9185714286,174.31242181650052,25.6737,-100.27038,8,9,1,0,0,176,0
326,1,B,Hogar,118,12,4,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,1160181.0685714285,249.44372013057435,25.7292,-100.17807,6,23,0,0,0,169,0
328,1,C,Receso,116,10,6,Oficinistas,UT_GAS_URBANA,TRAIN,516000,90.5,717147.1685714286,177.49374997206579,25.69583,-100.23188,1,0,0,0,0,68,2
327,1,C,Hogar,98,10,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1336385.6947619047,313.8269759034041,25.67151,-100.25856,5,7,0,0,0,116,0
878,2,C,Hogar,111.7,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,844667.9014285714,401.3685290459214,26.03851,-98.35729,0,0,0,0,0,0,0
856,2,C,Receso,112.66342592592592,11.77310924369748,8.639344262295081,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,516000,62.5,606308.59,515.9345755000562,26.04652,-98.38172,0,0,0,0,0,0,0
855,2,B,Base,109.78351851851852,11.352941176470589,8.91304347826087,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,480000,57.1,470613.5471428571,164.97715683398462,26.04971,-98.31442,0,0,0,0,0,0,0
854,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,66.7,568700.4783333333,288.04595208950076,26.04082,-98.31979,0,0,0,0,0,0,0
848,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,71.4,623801.3157142857,235.98146058639082,26.09732,-98.29138,0,0,0,0,0,0,0
851,2,C,Hogar,109.78351851851852,11.352941176470589,8.91304347826087,Clásico,UT_DENSIDAD,TRAIN,490000,71.4,495093.1242857143,623.1686101109542,26.06185,-98.32044,0,0,0,0,0,0,0
853,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,75,666435.3875,2454.650009002869,25.97227,-98.29033,0,0,0,0,0,0,0
798,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,761344.71,447.4115437323986,25.99222,-98.09663,0,0,0,0,0,0,0
802,2,C,Base,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,87.5,721418.136875,447.4115437323986,25.9898,-98.1002,0,0,0,0,0,0,0
803,2,C,Base,107.05011764705883,11.516483516483516,7.285714285714286,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,480000,75,512876.0345,479.1370437322659,25.9872,-98.1074,0,0,0,0,0,0,0
805,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,811231.5457142857,526.87482531830085,26.0835,-98.33,0,0,0,0,0,0,0
806,2,B,Base,109.78351851851852,11.352941176470589,8.91304347826087,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,480000,95.2,880930.8980952381,494.011190038626,26.069,-98.2719,0,0,0,0,0,0,0
807,2,B,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1099428.092857143,782.0510397412344,26.07896,-98.33792,0,0,0,0,0,0,0
808,2,C,Base,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,85.7,591647.155,251.999481448741,26.02103,-98.27533,0,0,0,0,0,0,0
809,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,87.5,704464.333125,430.41856392691426,26.03188,-98.34141,0,0,0,0,0,0,0
839,2,C,Peatonal,107.05011764705883,11.516483516483516,7.285714285714286,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,420000,81.8,797589.5336363637,390.99635601025034,26.08506,-98.27164,0,0,0,0,0,0,0
811,2,B,Hogar,109.78351851851852,11.352941176470589,8.91304347826087,Clásico,UT_DENSIDAD,TRAIN,490000,85.7,662775.5685714285,307.52739361508503,26.0562,-98.3151,0,0,0,0,0,0,0
813,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,968466.5676190476,454.4847295241922,25.992,-98.114,0,0,0,0,0,0,0
816,2,B,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,63.6,489021.34,579.3091732765253,26.09528,-98.28297,0,0,0,0,0,0,0
817,2,C,Receso,107.05011764705883,11.516483516483516,7.285714285714286,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000,87.5,774063.37625,204.68062422413468,26.08866,-98.27988,0,0,0,0,0,0,0
819,2,C,Base,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,480000,72.7,634024.8763636363,1516.084782962205,26.0669,-98.39358,0,0,0,0,0,0,0
822,2,C,Base,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000,93.3,663298.2753333333,543.453366210392,25.98347,-98.11129,0,0,0,0,0,0,0
835,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,58.3,522630.06583333336,551.0134331923136,26.01647,-98.25479,0,0,0,0,0,0,0
999,2,C,Receso,102.75,11,4,Barrio Competido,UT_TRAFICO_PEATONAL,TRAIN,516000,95.2,766098.5785714285,179.2951125970014,26.02147,-98.28373,0,0,0,0,0,0,0
988,2,C,Hogar,101.82,12,10,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1415116.1176190476,298.25456041252545,26.03533,-98.29644,0,0,0,0,0,0,0
989,2,C,Hogar,101.82,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1223278.6585714286,288.04595208950076,26.0434,-98.32001,0,0,0,0,0,0,0
991,2,C,Hogar,116.98,13,10,Barrio Competido,UT_GAS_URBANA,TRAIN,490000,95.2,836281.8828571428,399.99362650322564,26.01263,-98.24741,0,0,0,0,0,0,0
992,2,C,Base,100.41,12,10,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000,95.2,730121.6757142857,379.783969792498,26.10101,-98.31804,0,0,0,0,0,0,0
993,2,B,Hogar,113.73,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1141958.8919047618,801.5832175337014,26.06883,-98.3598,0,0,0,0,0,0,0
994,2,C,Hogar,113.73,12,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1226478.6557142858,330.7663283099415,26.08696,-98.33805,0,0,0,0,0,0,0
995,2,C,Base,106.6,12,10,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000,95.2,719233.9223809524,1449.9394155428467,26.03482,-98.40996,0,0,0,0,0,0,0
996,2,C,Hogar,107.85,12,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1152785.888095238,532.3103774631182,25.98884,-98.27356,0,0,0,0,0,0,0
997,2,C,Hogar,101.82,12,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1588698.9319047618,532.3103774631182,25.99333,-98.27173,0,0,0,0,0,0,0
998,2,AB,Hogar,107.85,12,12,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,95.2,1061022.2947619047,771.696562665563,26.07585,-98.26928,0,0,0,0,0,0,0
987,2,C,Hogar,110,10,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,770791.8738095238,340.77119009456953,26.06031,-98.32753,0,0,0,0,0,0,0
1001,2,C,Hogar,101.82,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1002521.2933333333,639.1958464990619,26.01288,-98.26235,0,0,0,0,0,0,0
1002,2,C,Hogar,116.9,10,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1776416.0742857142,534.1072351841607,26.0228,-98.28886,0,0,0,0,0,0,0
1003,2,C,Hogar,112,12,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1030240.5157142858,808.3467508664567,25.9956,-98.2471,0,0,0,0,0,0,0
1004,2,C,Hogar,93.52,12,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1018777.31,379.783969792498,26.09947,-98.32143,0,0,0,0,0,0,0
1005,2,C,Hogar,98.2,12,5,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1184253.5280952381,394.5500524487977,26.06356,-98.31124,0,0,0,0,0,0,0
1006,2,C,Hogar,116.9,13,14,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1341473.6342857142,551.0134331923136,26.02128,-98.25349,0,0,0,0,0,0,0
1007,2,C,Hogar,114.41,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1365351.6928571428,879.6584585867897,25.98434,-98.20065,0,0,0,0,0,0,0
1008,2,C,Hogar,98.8,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1739836.2785714285,504.8374281803215,26.08637,-98.32248,0,0,0,0,0,0,0
1009,2,C,Hogar,103.4,12,5,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,95.2,929092.0176190477,356.80705921423584,26.0701,-98.30796,0,0,0,0,0,0,0
976,2,C,Hogar,113,10,10,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,95.2,745289.339047619,860.3581486104358,26.0948,-98.30479,0,0,0,0,0,0,0
965,2,B,Hogar,98,10,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1683466.271904762,479.1370437322659,25.98342,-98.10511,0,0,0,0,0,0,0
966,2,C,Hogar,112,10,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1535176.0985714286,188.65553630848405,26.02126,-98.27927,0,0,0,0,0,0,0
967,2,C,Hogar,129,10,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1121934.2128571428,333.8602731993494,26.00751,-98.24571,0,0,0,0,0,0,0
968,2,B,Hogar,129,9,6,Parada Técnica,UT_GAS_URBANA,TRAIN,490000,95.2,810643.9985714286,926.8116960269595,26.02023,-98.22689,0,0,0,0,0,0,0
969,2,C,Receso,125,10,13,Clásico,UT_DENSIDAD,TRAIN,516000,95.2,823534.6985714285,382.7100966438086,26.07305,-98.2914,0,0,0,0,0,0,0
971,2,C,Hogar,123,11,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,914006.6480952381,195.93256465716598,26.0366,-98.34031,0,0,0,0,0,0,0
972,2,C,Receso,121,10,10,Hogar Reunión,UT_GAS_URBANA,TRAIN,516000,100,1614537.5457142857,336.9727066989295,26.07018,-98.30235,0,0,0,0,0,0,0
973,2,C,Base,122,10,10,Parada Técnica,UT_GAS_URBANA,TRAIN,480000,100,1265508.4842857143,515.9345755000562,26.04916,-98.38596,0,0,0,0,0,0,0
974,2,C,Hogar,113,11,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1141482.7076190477,712.6765576439257,26.04235,-98.37229,0,0,0,0,0,0,0
975,2,C,Hogar,129,10,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95,1125476.806,511.544354388482,26.0282,-98.28279,0,0,0,0,0,0,0
1011,2,C,Hogar,112,12,11,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,100,1271701.591904762,330.7663283099415,26.08553,-98.33515,0,0,0,0,0,0,0
977,2,C,Receso,125,10,12,Parada Técnica,UT_GAS_URBANA,TRAIN,516000,100,1553286.3347619048,1126.3277082762215,26.03871,-98.28171,0,0,0,0,0,0,0
978,2,BC,Receso,102.98,11,9,Parada Técnica,UT_GAS_URBANA,TRAIN,516000,90.5,668619.1066666667,102.93605710718948,26.08548,-98.29332,0,0,0,0,0,0,0
979,2,BC,Hogar,115.67,12,10,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,95.2,1004965.0190476191,183.60993001628242,25.98337,-98.08285,0,0,0,0,0,0,0
981,2,C,Hogar,121,10,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1653854.4852380953,380.97658504861977,26.05409,-98.35069,0,0,0,0,0,0,0
982,2,B,Hogar,100,10,6,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1257054.5528571429,393.42072390052533,26.06513,-98.31539,0,0,0,0,0,0,0
983,2,C,Hogar,117,11,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1204467.249047619,474.3990471416886,25.99992,-98.25808,0,0,0,0,0,0,0
984,2,C,Hogar,116,10,8,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,100,1312168.938095238,340.77119009456953,26.06213,-98.33027,0,0,0,0,0,0,0
985,2,C,Hogar,129,11,10,Parada Técnica,UT_DENSIDAD,TRAIN,490000,95.2,866084.4914285714,799.7416353441745,26.02486,-98.24565,0,0,0,0,0,0,0
986,2,C,Hogar,101.82,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1006555.8404761904,549.4557017279318,26.01805,-98.26513,0,0,0,0,0,0,0
1046,2,C,Hogar,107.05011764705883,11.516483516483516,7.285714285714286,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1177094.862857143,204.68062422413468,26.09036,-98.28066,0,0,0,0,0,0,0
1035,2,C,Hogar,123.69,12.110294117647058,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1649674.1199999999,921.6552973222709,26.01175,-98.28564,0,0,0,0,0,0,0
1036,2,C,Hogar,119.65,12.110294117647058,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1673156.3071428572,521.3508214514965,26.09085,-98.324,0,0,0,0,0,0,0
1037,2,C,Hogar,121.67,12.110294117647058,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,646886.8661904762,893.2019311868163,25.96746,-98.25733,0,0,0,0,0,0,0
1038,2,C,Hogar,132.73,11.8,11,Barrio Competido,UT_DENSIDAD,TRAIN,490000,85.7,850170.8685714286,516.3196520026353,26.05081,-98.40391,0,0,0,0,0,0,0
1039,2,BC,Hogar,114.3,12.110294117647058,7,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,100,1202061.2333333334,403.4444669879681,26.05491,-98.31887,0,0,0,0,0,0,0
1041,2,B,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1691329.0357142857,531.160637053049,25.98343,-98.09802,0,0,0,0,0,0,0
1042,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1131374.8147619048,1138.9302153218862,25.9756,-98.05814,0,0,0,0,0,0,0
1043,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,490000,100,1405606.59,432.478157465844,26.05884,-98.34364,0,0,0,0,0,0,0
1044,2,C,Base,112.66342592592592,11.77310924369748,8.639344262295081,Parada Técnica,UT_DENSIDAD,TRAIN,480000,95.2,662650.4152380952,686.1832571505385,25.98861,-98.12478,0,0,0,0,0,0,0
1045,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,976980.0033333333,1208.1084321904611,25.98755,-98.05539,0,0,0,0,0,0,0
1034,2,B,Hogar,132.73,12.110294117647058,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1376868.6199999999,2016.2088247678807,26.0852,-98.37643,0,0,0,0,0,0,0
1047,2,C,Hogar,109.78351851851852,11.352941176470589,8.91304347826087,Clásico,UT_DENSIDAD,TRAIN,490000,100,1281133.2052380953,387.54791976473365,26.07928,-98.29009,0,0,0,0,0,0,0
1048,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1446430.0723809523,675.1417496217472,26.03145,-98.38466,0,0,0,0,0,0,0
1049,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1049923.0004761904,622.1430615920606,26.00607,-98.12218,0,0,0,0,0,0,0
1051,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1132668.7523809525,298.25456041252545,26.03374,-98.29404,0,0,0,0,0,0,0
1052,2,B,Base,112.66342592592592,11.77310924369748,8.639344262295081,Parada Técnica,UT_DENSIDAD,TRAIN,480000,100,1136733.2028571428,389.2597982925652,26.06517,-98.3448,0,0,0,0,0,0,0
1053,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,81,766057.13,770.0087070439985,26.04132,-98.29259,0,0,0,0,0,0,0
1054,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1561484.899047619,235.98146058639082,26.09605,-98.29327,0,0,0,0,0,0,0
1055,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1014392.3200000001,1281.0963672429236,26.01132,-98.3814,0,0,0,0,0,0,0
1056,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1284810.387142857,195.93256465716598,26.03571,-98.342,0,0,0,0,0,0,0
1023,2,B,Hogar,121.67,12.110294117647058,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1155603.4914285715,568.2460841870393,26.05529,-98.28269,0,0,0,0,0,0,0
1012,2,C,Hogar,105.2,12,8,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,95.2,917489.9176190476,507.9787076246378,26.00514,-98.25797,0,0,0,0,0,0,0
1013,2,C,Hogar,111.04,12,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,1361598.4423809524,936.8358831958222,26.05979,-98.41287,0,0,0,0,0,0,0
1014,2,C,Hogar,98.8,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1504465.2566666666,516.4614479425693,26.02676,-98.27125,0,0,0,0,0,0,0
1015,2,C,Hogar,116.26,13,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,871987.6728571429,1210.6158669596878,26.02408,-98.39976,0,0,0,0,0,0,0
1016,2,C,Hogar,116.9,13,13,Barrio Competido,UT_DENSIDAD,TRAIN,490000,100,1403580.6376190477,893.2019311868163,25.96921,-98.26604,0,0,0,0,0,0,0
1017,2,BC,Hogar,116.9,13,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1309675.9438095237,164.97715683398462,26.04827,-98.31403,0,0,0,0,0,0,0
1018,2,C,Hogar,112,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1551907.428095238,456.82737718172854,26.08398,-98.30804,0,0,0,0,0,0,0
1019,2,C,Hogar,122.8,12.110294117647058,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1373287.3447619048,377.63155636094194,26.03387,-98.39449,0,0,0,0,0,0,0
1021,2,C,Hogar,109.07979797979797,12.110294117647058,9.00887573964497,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,987870.3447619048,879.6584585867897,25.98395,-98.19187,0,0,0,0,0,0,0
1022,2,C,Hogar,112,12.110294117647058,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,839761.5180952381,369.94779420634046,26.07911,-98.32554,0,0,0,0,0,0,0
964,2,C,Base,96,10,10,Barrio Competido,UT_GAS_URBANA,TRAIN,480000,100,1426238.3757142858,464.52643544005593,26.00345,-98.24709,0,0,0,0,0,0,0
1024,2,B,Hogar,121.61,12.110294117647058,9,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,930658.8142857143,492.63556143180995,25.99884,-98.23915,0,0,0,0,0,0,0
1025,2,B,Hogar,112,12.110294117647058,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1064892.883809524,516.3196520026353,26.04769,-98.40773,0,0,0,0,0,0,0
1026,2,C,Hogar,115.1,12.110294117647058,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,863547.5476190476,580.4711828899584,26.03266,-98.35633,0,0,0,0,0,0,0
1027,2,C,Hogar,112.25,12.110294117647058,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,907526.7533333333,519.1335441190395,26.05567,-98.32805,0,0,0,0,0,0,0
1028,2,C,Hogar,117.5,12.110294117647058,15,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1326821.3061904763,470.89976794536574,26.06235,-98.37929,0,0,0,0,0,0,0
1029,2,C,Hogar,104.95,12.110294117647058,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1370620.0404761904,1094.152231518318,26.03387,-98.25722,0,0,0,0,0,0,0
1031,2,B,Hogar,111.93,12.110294117647058,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,891552.0366666666,649.843807276205,26.40193,-99.03187,0,0,0,0,0,0,0
1032,2,C,Hogar,112,12.110294117647058,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1183738.622857143,97.82157013105717,26.0948,-98.2772,0,0,0,0,0,0,0
1033,2,C,Hogar,134.13,12.110294117647058,12,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1056867.7204761906,511.544354388482,26.02971,-98.28762,0,0,0,0,0,0,0
906,2,CD,Hogar,80.4,8,5,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,2220733.6757142856,369.94779420634046,26.08238,-98.32488,0,0,0,0,0,0,0
895,2,C,Hogar,127.87,10,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,90.5,1046795.4442857143,895.3767401091271,26.07196,-98.3496,0,0,0,0,0,0,0
896,2,CD,Hogar,88.38,12,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,993367.7957142857,604.6353558052773,26.03921,-98.351,0,0,0,0,0,0,0
897,2,C,Hogar,127,10,11,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,1027630.7061904762,380.97658504861977,26.05115,-98.34874,0,0,0,0,0,0,0
898,2,C,Hogar,94,8,7,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000,95.2,715337.6766666666,245.4443284759613,26.05933,-98.30631,0,0,0,0,0,0,0
899,2,BC,Receso,98.95,12,12,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,516000,85.7,998442.2038095238,523.9995705821906,26.07745,-98.28304,0,0,0,0,0,0,0
901,2,C,Hogar,96.74,10,10,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000,100,1375304.2161904762,577.7413182331524,26.05283,-98.29934,0,0,0,0,0,0,0
902,2,CD,Hogar,105,10,8,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,95.2,770279.5390476191,393.8360884061453,26.06042,-98.31307,0,0,0,0,0,0,0
903,2,C,Receso,96.4,9,10,Parada Técnica,UT_DENSIDAD,TRAIN,516000,95.2,646887.729047619,279.8080985125583,26.06081,-98.29796,0,0,0,0,0,0,0
904,2,C,Hogar,102.4,9,7,Parada Técnica,UT_CARRETERA_GAS,TRAIN,490000,100,1152530.25,12538.41284284351,26.18754,-98.46751,0,0,0,0,0,0,0
905,2,CD,Hogar,96.4,10,7,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1375438.8904761905,659.0111659996276,26.02988,-98.23728,0,0,0,0,0,0,0
894,2,C,Hogar,95.08,10,6,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1287121.4157142858,487.27512365530595,26.06298,-98.33505,0,0,0,0,0,0,0
907,2,C,Hogar,104.2,10,10,Hogar Reunión,UT_DENSIDAD,TRAIN,490000,100,1672448.0080952381,432.478157465844,26.05555,-98.34134,0,0,0,0,0,0,0
