"tienda_id","plaza_cve","nivelsocioeconomico_des","entorno_des","mts2ventas_num","puertasrefrig_num","cajonesestacionamiento_num","segmento_maestro_desc","lid_ubicacion_tienda","dataset","meta_venta","porcentaje_cumplimiento","venta_promedio","dist_cerca","latitud_num","longitud_num","num_escuelas","num_abarrotes","num_super","num_farmacia","num_oficina","num_establecimientos","num_gasolinera","dist_se","exitoso"
906,2,"CD","Hogar",80.4,8,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,2220733.67571429,369.94779420634,26.08238,-98.32488,0,0,0,0,0,0,0,542.12,1
895,2,"C","Hogar",127.87,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1046795.44428571,895.376740109127,26.07196,-98.3496,0,0,0,0,0,0,0,858.08,0
896,2,"CD","Hogar",88.38,12,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,993367.795714286,604.635355805277,26.03921,-98.351,0,0,0,0,0,0,0,392.7,1
897,2,"C","Hogar",127,10,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1027630.70619048,380.97658504862,26.05115,-98.34874,0,0,0,0,0,0,0,428.95,1
898,2,"C","Hogar",94,8,7,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,715337.676666667,245.444328475961,26.05933,-98.30631,0,0,0,0,0,0,0,96.59,1
899,2,"BC","Receso",98.95,12,12,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,85.7,998442.203809524,523.999570582191,26.07745,-98.28304,0,0,0,0,0,0,0,208.21,0
901,2,"C","Hogar",96.74,10,10,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1375304.21619048,577.741318233152,26.05283,-98.29934,0,0,0,0,0,0,0,197.09,1
902,2,"CD","Hogar",105,10,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,770279.539047619,393.836088406145,26.06042,-98.31307,0,0,0,0,0,0,0,105.16,1
903,2,"C","Receso",96.4,9,10,"Parada Técnica","UT_DENSIDAD","TRAIN",516000,95.2,646887.729047619,279.808098512558,26.06081,-98.29796,0,0,0,0,0,0,0,162.51,1
904,2,"C","Hogar",102.4,9,7,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",490000,100,1152530.25,12538.4128428435,26.18754,-98.46751,0,0,0,0,0,0,0,15124.24,1
905,2,"CD","Hogar",96.4,10,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1375438.89047619,659.011165999628,26.02988,-98.23728,0,0,0,0,0,0,0,450.63,1
894,2,"C","Hogar",95.08,10,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1287121.41571429,487.275123655306,26.06298,-98.33505,0,0,0,0,0,0,0,167.36,1
907,2,"C","Hogar",104.2,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1672448.00809524,432.478157465844,26.05555,-98.34134,0,0,0,0,0,0,0,24.03,1
908,2,"CD","Hogar",105.1,10,13,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,1000006.03333333,74.0658362790918,26.04733,-98.29975,0,0,0,0,0,0,0,442.33,1
909,2,"C","Hogar",95,7,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,603348.615714286,245.444328475961,26.05964,-98.30874,0,0,0,0,0,0,0,107.41,0
911,2,"CD","Hogar",123.4,10,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,600360.342380952,424.907075080166,26.01801,-98.24324,0,0,0,0,0,0,0,330.89,0
912,2,"C","Hogar",108,10,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1045805.23190476,333.860273199349,26.0085,-98.24256,0,0,0,0,0,0,0,293.33,0
913,2,"C","Hogar",98.36,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1617030.63571429,431.194986754569,26.05574,-98.28835,0,0,0,0,0,0,0,383.33,1
914,2,"B","Receso",112.3,10,10,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,100,1269440.6847619,1040.83040835706,26.04321,-97.95335,0,0,0,0,0,0,0,4955.69,1
915,2,"C","Hogar",105.74,10,10,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1181898.90952381,401.272315169494,26.07616,-98.28808,0,0,0,0,0,0,0,72.48,1
916,2,"C","Receso",92,10,6,"Parada Técnica","UT_DENSIDAD","TRAIN",516000,100,2705691.72095238,1040.83040835706,26.05247,-97.95191,0,0,0,0,0,0,0,3920.36,1
917,2,"C","Hogar",214.2,10,14,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1105852.48571429,470.899767945366,26.06344,-98.37474,0,0,0,0,0,0,0,61.67,1
883,2,"C","Receso",103.3,10,8,"Clásico","UT_GAS_URBANA","TRAIN",516000,95.2,998572.781428571,326.644162285983,26.0646,-98.2845,0,0,0,0,0,0,0,377.72,1
864,2,"C","Receso",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",516000,94.6,1270009.05565079,779.872719864227,26.03357,-98.26942,0,0,0,0,0,0,0,406.9,1
865,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,0,225395.095,108.787630869835,26.00448,-98.25235,0,0,0,0,0,0,0,592.18,0
866,2,"C","Receso",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,0,381184.625,518.734433525414,26.03853,-98.30021,0,0,0,0,0,0,0,125.21,0
875,2,"BC","Receso",107.7,10,12,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,95.2,899321.306666667,102.936057107189,26.0857,-98.29232,0,0,0,0,0,0,0,429.89,1
876,2,"BC","Hogar",126,10,10,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,706821.340952381,486.891952255733,26.08091,-98.27484,0,0,0,0,0,0,0,222.07,1
877,2,"CD","Receso",191.2,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",516000,90.5,1037733.33,466.897881371196,26.03791,-98.36191,0,0,0,0,0,0,0,227.79,0
2,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,899474.13047619,401.368529045921,26.04198,-98.3562,0,0,0,0,0,0,0,135.01,1
879,2,"C","Receso",110,10,10,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,85.7,798700.734285714,196.86195679969,26.09214,-98.2756,0,0,0,0,0,0,0,307.27,0
881,2,"B","Hogar",130,10,10,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,742007.540952381,486.891952255733,26.07699,-98.277,0,0,0,0,0,0,0,279.62,1
882,2,"B","Receso",110,10,10,"Clásico","UT_DENSIDAD","TRAIN",516000,100,1169355.2052381,390.99635601025,26.0883,-98.27013,0,0,0,0,0,0,0,231.37,1
918,2,"C","Hogar",111.75,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1319330.10428571,518.177381139981,26.07442,-98.30989,0,0,0,0,0,0,0,46.53,1
884,2,"C","Base",122.54,8,12,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",480000,95.2,1019987.45809524,288.241036789721,26.0896,-98.27616,0,0,0,0,0,0,0,85.16,1
885,2,"B","Receso",110.15,10,9,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,100,1080185.05428571,616.797704972558,25.98226,-98.09069,0,0,0,0,0,0,0,223.94,1
886,2,"BC","Base",94.3,10,9,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",480000,90.5,952270.258095238,533.026524653601,26.06934,-98.29477,0,0,0,0,0,0,0,202.32,0
887,2,"C","Receso",188.99,11.5164835164835,11,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",516000,81,594319.8,354.480129901578,26.05794,-98.29427,0,0,0,0,0,0,0,353.22,0
888,2,"C","Hogar",121,10,14,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1448719.14380952,326.644162285983,26.06334,-98.28745,0,0,0,0,0,0,0,571.34,1
889,2,"BC","Hogar",133,10,14,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,872313.356666667,494.011190038626,26.07191,-98.27563,0,0,0,0,0,0,0,763.08,1
891,2,"C","Hogar",113.17,12,6,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,90.5,1001932.97142857,1138.93021532189,25.97946,-98.06868,0,0,0,0,0,0,0,132.11,0
892,2,"C","Hogar",110,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1264566.42904762,394.610042924142,26.0774,-98.29348,0,0,0,0,0,0,0,154.42,1
893,2,"BC","Hogar",124.68,10,11,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,677447.084761905,434.559448151128,26.08725,-98.30295,0,0,0,0,0,0,0,277.4,1
953,2,"C","Hogar",98,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1356549.68761905,387.547919764734,26.08276,-98.28998,0,0,0,0,0,0,0,472.84,1
942,2,"C","Receso",130,12,9,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,100,1267984.43666667,454.484729524192,25.9883,-98.11208,0,0,0,0,0,0,0,483.83,1
943,2,"C","Hogar",115,12,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1612793.91571429,441.665834693504,26.05403,-98.38253,0,0,0,0,0,0,0,367.17,1
944,2,"C","Hogar",120,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1208092.93571429,1142.00015683325,25.99662,-98.06202,0,0,0,0,0,0,0,631.9,1
945,2,"C","Hogar",130,12,14,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1230619.46333333,703.794720636464,25.98966,-98.08214,0,0,0,0,0,0,0,570.67,1
946,2,"C","Hogar",146,10,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1193988.41047619,377.631556360942,26.03574,-98.39134,0,0,0,0,0,0,0,596.56,1
947,2,"C","Hogar",112,10,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,673640.783809524,580.717333689542,26.0662,-98.267,0,0,0,0,0,0,0,276.61,1
948,2,"C","Hogar",117,11,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1421334.92190476,819.993508311571,26.05154,-98.41472,0,0,0,0,0,0,0,1059.09,1
949,2,"C","Receso",107,10,10,"Hogar Reunión","UT_GAS_URBANA","TRAIN",516000,95.2,696100.257142857,1432.81502005225,26.06029,-98.24792,0,0,0,0,0,0,0,1476.93,1
951,2,"C","Receso",130,12,6,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,100,1033049.90142857,325.847032475853,26.08338,-98.30352,0,0,0,0,0,0,0,273.73,1
952,2,"C","Receso",130,10,10,"Hogar Reunión","UT_GAS_URBANA","TRAIN",516000,90.5,984106.294285714,74.0658362790918,26.04772,-98.30035,0,0,0,0,0,0,0,475.11,0
941,2,"C","Hogar",122,11,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,964131.823333333,108.787630869835,26.00379,-98.25312,0,0,0,0,0,0,0,504.88,1
954,2,"C","Hogar",116.25,12.1102941176471,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1120743.10952381,567.619081131323,26.06715,-98.32452,0,0,0,0,0,0,0,44.03,1
955,2,"C","Hogar",117,11,12,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,100,1286343.42142857,1142.00015683325,26.00686,-98.06271,0,0,0,0,0,0,0,1298.59,1
956,2,"C","Receso",121,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",516000,100,1730788.17142857,183.609930016282,25.98349,-98.08468,0,0,0,0,0,0,0,233.62,1
957,2,"C","Hogar",145,10,13,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1245219.90809524,675.141749621747,26.03575,-98.3799,0,0,0,0,0,0,0,1363.63,0
958,2,"CD","Receso",125,10,12,"Parada Técnica","UT_DENSIDAD","TRAIN",516000,100,1257456.39333333,785.717925954657,25.99809,-98.08917,0,0,0,0,0,0,0,756.65,1
959,2,"B","Receso",118,11,11,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",516000,76.2,595686.185714286,279.981430621971,26.06102,-98.29517,0,0,0,0,0,0,0,287.58,0
961,2,"C","Receso",109,11,10,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,100,1201841.19238095,6943.79905127545,26.23095,-98.66727,0,0,0,0,0,0,0,24805.55,1
962,2,"C","Hogar",136,10,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90,745492.178,513.669225078776,26.02219,-98.27036,0,0,0,0,0,0,0,125.29,0
963,2,"C","Receso",132,11,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",516000,95.2,925360.304285714,850.187697930771,26.06109,-98.35409,0,0,0,0,0,0,0,535.83,1
919,2,"BC","Hogar",100,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1654197.78,497.411628950735,26.05088,-98.32233,0,0,0,0,0,0,0,35.18,1
921,2,"C","Receso",132,10,12,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,95.2,925646.75,952.951410432561,26.00836,-98.20679,0,0,0,0,0,0,0,321.02,1
922,2,"C","Hogar",143.18,13,12,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1222252.48571429,389.259798292565,26.0662,-98.34108,0,0,0,0,0,0,0,213.82,1
923,2,"C","Receso",96.36,12,10,"Oficinistas","UT_DENSIDAD","TRAIN",516000,100,1500221.02047619,602.554490138059,26.08281,-98.28388,0,0,0,0,0,0,0,134.82,1
924,2,"C","Hogar",105.26,12,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1562040.19142857,504.98170212375,26.06088,-98.28161,0,0,0,0,0,0,0,852.29,1
925,2,"A","Hogar",77.05,10,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1064432.9352381,307.527393615085,26.05698,-98.31215,0,0,0,0,0,0,0,35.03,1
926,2,"C","Receso",117.23,10,10,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,90,1001046.3005,576.67612848126,26.0284,-98.43882,0,0,0,0,0,0,0,3284.35,0
927,2,"C","Receso",135.13,12,12,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,100,3082913.49571429,5106.67072824415,25.92283,-98.26913,0,0,0,0,0,0,0,7215.64,1
928,2,"BC","Receso",112,12,4,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,95.2,909985.820476191,419.029212674927,26.39945,-99.02597,0,0,0,0,0,0,0,4508.13,1
929,2,"C","Hogar",83.07,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1047513.61714286,762.692334623784,25.99169,-98.07486,0,0,0,0,0,0,0,319.48,1
931,2,"C","Hogar",114,14,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1402474.79714286,632.224910322225,26.04801,-98.37562,0,0,0,0,0,0,0,199.27,1
932,2,"C","Receso",161.93,14,15,"Clásico","UT_CARRETERA_GAS","TRAIN",516000,95.2,1018435.72428571,1378.26415064769,26.38915,-99.0183,0,0,0,0,0,0,0,4188.77,1
933,2,"C","Hogar",124,11,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1333507.61095238,336.97270669893,26.06831,-98.305,0,0,0,0,0,0,0,478.72,1
934,2,"C","Hogar",89.4,10,10,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1106247.54952381,279.808098512558,26.05878,-98.29961,0,0,0,0,0,0,0,137.27,1
935,2,"C","Hogar",152,13,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1185531.21238095,603.31289194679,25.99116,-98.09066,0,0,0,0,0,0,0,237.16,0
936,2,"C","Receso",110,12,10,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",516000,95.2,1010168.03857143,325.847032475853,26.08377,-98.30029,0,0,0,0,0,0,0,106.03,1
937,2,"C","Base",75,6,3,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,95.2,1012754.34,823.592609782397,26.23352,-98.59779,0,0,0,0,0,0,0,27124.07,1
938,2,"C","Base",132,12,10,"Hogar Reunión","UT_GAS_URBANA","TRAIN",480000,100,1068145.40428571,760.070257789476,26.39773,-99.03788,0,0,0,0,0,0,0,5710.17,1
939,2,"C","Receso",131.5,12,12,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,95.2,971882.311904762,576.67612848126,26.02647,-98.44417,0,0,0,0,0,0,0,3721.33,1
1,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,708027.569047619,464.526435440056,26.00177,-98.24284,0,0,0,0,0,0,0,520.77,0
19,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,38.1,452242.381904762,568.045587967389,25.9944,-98.11901,0,0,0,0,0,0,0,494.87,0
18,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1196766.27761905,431.194986754569,26.05197,-98.28736,0,0,0,0,0,0,0,416.44,1
17,2,"C","Base",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,710765.405714286,1081.39507018542,26.05687,-98.36383,0,0,0,0,0,0,0,546.05,0
16,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1010437.04333333,920.464017226439,26.02393,-98.34394,0,0,0,0,0,0,0,8.99,1
15,2,"C","Receso",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_CARRETERA_GAS","TRAIN",516000,57.1,537196.356666667,451.123395487613,26.04645,-98.32298,0,0,0,0,0,0,0,504.64,0
14,2,"C","Receso",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_CARRETERA_GAS","TRAIN",516000,100,1009999.50428571,1741.34008941115,26.21178,-98.5901,0,0,0,0,0,0,0,24882.36,1
13,2,"C","Base",107.050117647059,11.5164835164835,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1085699.5752381,531.160637053049,25.98686,-98.09433,0,0,0,0,0,0,0,354.75,1
12,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,950205.541428571,474.399047141689,25.99668,-98.26116,0,0,0,0,0,0,0,814,1
11,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,81,597581.770952381,1469.39988547331,26.00828,-98.40705,0,0,0,0,0,0,0,402.38,0
8,2,"C","Base",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,95.2,944243.3,519.316039423753,26.04768,-98.2894,0,0,0,0,0,0,0,520.84,1
3,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,827487.105714286,324.021387160087,26.02464,-98.26098,0,0,0,0,0,0,0,539.33,1
4,2,"A","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1247370.19095238,1494.52710184469,26.04326,-98.23851,0,0,0,0,0,0,0,343.71,1
5,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1596266.50333333,589.776833837216,26.06397,-98.26165,0,0,0,0,0,0,0,594.36,1
7,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,887061.440476191,528.160886986731,26.08957,-98.33238,0,0,0,0,0,0,0,183.42,1
9,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1433065.71428571,1263.87223609651,26.01405,-98.39384,0,0,0,0,0,0,0,1151.37,1
6,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,656530.336666667,580.471182889958,26.02745,-98.35609,0,0,0,0,0,0,0,353.77,1
236,3,"B","Hogar",130,12,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1350809.39428571,685.082812191531,25.60325,-100.25761,1,0,0,0,0,7,0,182.22,1
345,3,"A","Hogar",97.5,10,7,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1959992.26238095,663.199546851656,25.64527,-100.37938,0,0,0,0,0,15,0,804.09,1
204,3,"AB","Base",122.4,12,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,2403815.22142857,600.515898086056,25.65211,-100.37786,6,0,0,3,5,270,0,37.68,1
214,3,"BC","Receso",127.36,11,7.28571428571429,"Oficinistas","UT_GAS_URBANA","TRAIN",516000,100,1241931.28190476,96.414360145001,25.66708,-100.2804,1,6,2,1,0,187,2,569.41,1
846,3,"B","Hogar",85.22,10,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",490000,55.6,446997.796666667,686.887227437342,25.65985,-100.34713,1,0,0,0,0,26,0,572,0
841,3,"B","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.9,992578.671818182,1081.58147316563,25.58732,-100.27536,1,0,0,0,0,3,0,585.09,0
221,3,"AB","Receso",168.4,12,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",516000,100,1961093.31095238,526.933064746875,25.65854,-100.35639,6,1,1,3,3,422,2,189.3,1
222,3,"AB","Receso",112,9,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",516000,95.2,759525.831904762,114.607076052575,25.6544,-100.29456,2,2,0,1,2,189,2,253.23,1
827,3,"B","Base",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,1415489.70571429,985.328716930291,25.52392,-100.20669,1,4,0,0,0,34,0,1554.65,0
234,3,"A","Receso",111.14,12,8.63934426229508,"Parada Técnica","UT_DENSIDAD","TRAIN",516000,100,1643141.46714286,329.044430885883,25.65389,-100.34217,2,0,0,1,5,148,0,451.09,1
246,3,"B","Base",100.57,14,8.91304347826087,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",480000,85.7,765335.074761905,41.7285870000423,25.64233,-100.27841,7,1,0,0,0,177,0,175.03,0
167,3,"BC","Hogar",109.783518518519,8,8.91304347826087,"Clásico","UT_GAS_URBANA","TRAIN",490000,100,1520423.2047619,292.845085543644,25.64782,-100.27427,9,2,0,0,0,133,1,564.59,1
237,3,"B","Hogar",127.64,12,8.91304347826087,"Clásico","UT_DENSIDAD","TRAIN",490000,100,1345509.13190476,304.979719081682,25.64791,-100.29759,3,0,0,1,0,80,0,144.95,1
804,3,"B","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,89.5,686053.171052632,709.582381713486,25.54712,-100.23021,1,0,0,0,0,4,0,368.89,0
243,3,"AB","Receso",149.7,11,8.63934426229508,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,100,1637718.72238095,1722.7598981091,25.63751,-100.31216,5,10,0,1,0,265,1,260.47,1
242,3,"BC","Receso",107.050117647059,8,7.28571428571429,"Oficinistas","UT_GAS_URBANA","TRAIN",516000,90.5,824559.750952381,114.607076052575,25.65538,-100.29421,2,3,0,2,2,202,2,141.3,0
241,3,"BC","Receso",97.31,10,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",516000,100,1010228.99571429,1087.02652500593,25.67252,-100.35968,3,0,0,1,1,58,2,592.37,1
178,3,"AB","Base",103.6,11,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1008310.08714286,401.51332960883,25.66035,-100.38279,0,1,1,1,1,160,0,198.26,1
207,3,"AB","Base",93.6,10,7.28571428571429,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",480000,100,1780978.57190476,389.964868698466,25.65248,-100.36226,1,2,0,1,14,533,1,681.5,1
169,3,"AB","Base",119.3,10,7.28571428571429,"Oficinistas","UT_DENSIDAD","TRAIN",480000,100,1185080.77047619,394.168483356443,25.65122,-100.33959,3,0,1,3,2,358,0,89.64,1
171,3,"AB","Hogar",110.1,10,8.91304347826087,"Clásico","UT_TRAFICO_PEATONAL","TRAIN",490000,95,1050190.6985,729.481869786682,25.66523,-100.34199,3,0,0,0,1,52,0,187.58,1
173,3,"AB","Hogar",99,8,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1153864.01238095,293.500965989034,25.6217,-100.29776,2,2,1,0,0,87,0,272.19,1
174,3,"AB","Hogar",109.079797979798,12,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1895043.33952381,263.878610002309,25.62244,-100.28191,7,1,0,1,0,190,1,67.8,1
175,3,"BC","Base",136,12,8.63934426229508,"Parada Técnica","UT_GAS_URBANA","TRAIN",480000,100,2724054.29285714,469.85897797742,25.64811,-100.32974,3,0,0,1,2,86,2,634.51,1
176,3,"AB","Hogar",109.783518518519,10,8.91304347826087,"Clásico","UT_TRAFICO_PEATONAL","TRAIN",490000,100,1350463.42380952,329.921080636631,25.63944,-100.27006,8,5,0,3,2,187,0,385.94,1
177,3,"BC","Base",109.783518518519,12,8.91304347826087,"Clásico","UT_DENSIDAD","TRAIN",480000,95.2,699465.282857143,228.068602274154,25.64667,-100.29488,7,1,0,1,0,108,1,200.66,1
507,3,"C","Hogar",107.8,13,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1813326.95380952,491.34892848896,25.65665,-100.26909,4,15,0,0,0,93,0,690.66,1
179,3,"AB","Hogar",109.783518518519,11,8.91304347826087,"Clásico","UT_DENSIDAD","TRAIN",490000,100,1565351.89190476,200.469227623688,25.60124,-100.26406,2,0,0,0,0,97,1,60.15,1
181,3,"AB","Hogar",105.65,12,10,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,1902876.48190476,647.036031536183,25.6296,-100.27825,6,9,0,1,1,152,0,213.33,1
184,3,"AB","Hogar",109.783518518519,11,8.91304347826087,"Clásico","UT_DENSIDAD","TRAIN",490000,95.2,1362182.4547619,227.592608326449,25.62076,-100.28546,5,1,0,1,0,231,1,34.58,1
185,3,"AB","Receso",106.96,12,6,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,100,1113307.32714286,520.999470727192,25.66474,-100.38099,3,2,1,0,1,194,0,111.98,1
349,3,"AB","Base",112.663425925926,10,8.63934426229508,"Parada Técnica","UT_DENSIDAD","TRAIN",480000,100,1709932.2247619,329.044430885883,25.65609,-100.33998,2,0,0,0,3,198,0,317.28,1
504,3,"B","Hogar",109.783518518519,13,8.91304347826087,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1353101.89619048,227.592608326449,25.62039,-100.28323,9,1,0,1,0,267,2,211.34,1
