"tiend_d","plaz_cv","nvlscc_","entrn_d","mts2vn_","prtsrf_","cjnsst_","sgmnt__","ld_bcc_","dataset","met_vnt","prcntj_","vnt_prm","dst_crc","nm_scls","nm_brrt","num_spr","nm_frmc","num_fcn","nm_stbl","nm_gsln","num_cmp","cvegeo","cve_ent","cve_mun","cve_agb","ambito","nom_ent","nom_mun","p6a11_n","p12a14n","p18ym_p","grapros","pocupad","pea","pder_ss","pobtot","p_18yms","p_18a24","p_60yms","pob0_14","pb15_64","pb65_ms","tothog","pobhog","vivtot","tvivhab","tvivpar","vvpr_hb","prom_cp","vph_ntr","lq_oxxo","lq_sevn","lq_brrt"
1034,2,"B","Hogar",132.73,12.1102941176471,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1376868.62,2016.20882476788,0,0,0,0,0,0,0,0,"2803200013799","28","32","3799","Urbana","Tamaulipas","Reynosa",16,17,2152,11.56,2692,2717,4314,5261,3281,466,205,1708,3438,115,1556,5261,1907,1556,1879,1528,3.38,1076,1.53664921465969,0,0
1047,2,"C","Hogar",109.783518518519,11.3529411764706,8.91304347826087,"Clásico","UT_DENSIDAD","TRAIN",490000,100,1281133.2052381,387.547919764734,0,0,0,0,0,2,0,2,"2803200011186","28","32","1186","Urbana","Tamaulipas","Reynosa",7,7.5,330,11.08,377,381,403,683,560,47,167,95,478,110,318,683,453,318,428,293,2.15,218,0.682955206515416,1.59078590785908,0
1048,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1446430.07238095,675.141749621747,0,0,0,0,0,0,0,0,"2803200014922","28","32","4922","Urbana","Tamaulipas","Reynosa",19,7,805,10.07,1407,1422,2298,2629,1666,416,45,887,1717,25,798,2629,910,798,861,749,3.29,204,1.53664921465969,0,0
1049,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1049923.00047619,622.143061592061,0,0,0,0,0,0,0,0,"2803300011427","28","33","1427","Urbana","Tamaulipas","Río Bravo",17,11,382,8.89,988,995,1599,2073,1216,280,58,737,1307,29,581,2073,665,581,599,515,3.57,216,3.71726190476191,0,0
1051,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1132668.75238095,298.254560412525,0,0,0,0,0,0,0,0,"2803200013553","28","32","3553","Urbana","Tamaulipas","Reynosa",17,8,440,9.73,769,770,1150,1441,1026,201,112,319,1046,74,427,1441,580,427,574,421,3.37,251,1.53664921465969,0,0
1052,2,"B","Base",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_DENSIDAD","TRAIN",480000,100,1136733.20285714,389.259798292565,0,0,0,0,0,1,0,1,"2803200011330","28","32","1330","Urbana","Tamaulipas","Reynosa",5,7.5,618,14.12,506,512,836,975,747,78,239,192,612,171,308,975,383,308,356,281,3.17,277,0.768324607329843,1.43170731707317,0
1053,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,81,766057.13,770.008707043998,0,0,0,0,0,1,0,1,"2803200011788","28","32","1788","Urbana","Tamaulipas","Reynosa",13,5,560,9.1,950,967,1464,1953,1424,206,292,439,1312,194,561,1953,673,561,671,559,3.48,314,0.768324607329843,1.43170731707317,0
1054,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1561484.89904762,235.981460586391,0,0,0,0,0,0,0,0,"2803200011006","28","32","1006","Urbana","Tamaulipas","Reynosa",28,34,597,8.12,1729,1745,2432,3435,2363,403,456,809,2232,301,1032,3432,1281,1033,1259,1011,3.33,378,1.53664921465969,0,0
1055,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1014392.32,1281.09636724292,0,0,0,0,0,1,0,1,"280320001434A","28","32","434A","Urbana","Tamaulipas","Reynosa",22,15,768,9.44,1607,1629,2444,3031,2025,294,104,868,2106,57,1074,3031,1855,1074,1803,1022,2.82,216,0.768324607329843,1.43170731707317,0
1056,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1284810.38714286,195.932564657166,0,0,0,0,0,2,0,2,"2803200013784","28","32","3784","Urbana","Tamaulipas","Reynosa",7,7,900,10.39,1301,1330,2357,2822,1796,267,115,864,1881,67,851,2822,974,851,915,792,3.32,461,0.682955206515416,1.59078590785908,0
1023,2,"B","Hogar",121.67,12.1102941176471,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1155603.49142857,568.246084187039,0,0,0,0,0,0,0,0,"2803200011580","28","32","1580","Urbana","Tamaulipas","Reynosa",16,9,794,11.31,715,730,1310,1602,1250,190,300,292,1106,204,556,1602,780,556,776,552,2.88,407,1.53664921465969,0,0
1012,2,"C","Hogar",105.2,12,8,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,917489.917619048,507.978707624638,0,0,0,0,0,0,0,0,"2803200013695","28","32","3695","Urbana","Tamaulipas","Reynosa",35,13,1906,10.82,2353,2396,4193,5101,3310,634,208,1459,3526,116,1396,5101,1562,1396,1354,1188,3.65,977,1.53664921465969,0,0
1013,2,"C","Hogar",111.04,12,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1361598.44238095,936.835883195822,0,0,0,0,0,0,0,0,"2803200014072","28","32","4072","Urbana","Tamaulipas","Reynosa",39,28,1007,10.06,1855,1874,2961,3546,2217,318,101,1165,2311,70,1119,3546,1638,1119,1636,1117,3.17,528,1.53664921465969,0,0
1014,2,"C","Hogar",98.8,12,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1504465.25666667,516.461447942569,0,0,0,0,0,0,0,0,"2803200012080","28","32","2080","Urbana","Tamaulipas","Reynosa",10,5,369,9.47,552,555,905,1237,869,134,156,313,820,104,331,1237,388,331,340,283,3.74,195,1.53664921465969,0,0
1015,2,"C","Hogar",116.26,13,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,871987.672857143,1210.61586695969,0,0,0,0,0,1,0,1,"2803200014636","28","32","4636","Urbana","Tamaulipas","Reynosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768324607329843,1.43170731707317,0
1016,2,"C","Hogar",116.9,13,13,"Barrio Competido","UT_DENSIDAD","TRAIN",490000,100,1403580.63761905,893.201931186816,0,0,0,0,0,0,0,0,"280320001427A","28","32","427A","Urbana","Tamaulipas","Reynosa",55,34,948,9.06,2219,2271,3601,4479,2811,535,121,1495,2917,67,1430,4479,2495,1430,2288,1223,3.13,272,1.53664921465969,0,0
1017,2,"BC","Hogar",116.9,13,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1309675.94380952,164.977156833985,0,0,0,0,0,1,0,1,"2803200013591","28","32","3591","Urbana","Tamaulipas","Reynosa",19,10,1104,11.52,1211,1228,2095,2644,1785,297,152,720,1844,80,811,2644,886,811,786,711,3.26,630,1.38298429319372,0.286341463414634,0
1018,2,"C","Hogar",112,12,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1551907.42809524,456.827377181729,0,0,0,0,0,0,0,0,"280320001110A","28","32","110A","Urbana","Tamaulipas","Reynosa",4,7.5,497,10.04,787,801,969,1284,1010,157,265,230,855,199,421,1284,550,421,522,393,3.05,265,1.22931937172775,0.572682926829268,0
1019,2,"C","Hogar",122.8,12.1102941176471,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1373287.3447619,377.631556360942,0,0,0,0,0,0,0,0,"2803200013869","28","32","3869","Urbana","Tamaulipas","Reynosa",19,12,993,9.62,1996,2018,2964,3671,2399,423,137,1098,2507,66,1191,3671,1583,1191,1558,1166,3.08,479,1.53664921465969,0,0
1021,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,987870.344761905,879.65845858679,0,0,0,0,0,0,0,0,"2803200014265","28","32","4265","Urbana","Tamaulipas","Reynosa",8,7,723,10.22,1241,1271,1930,2307,1485,305,39,760,1530,17,738,2307,907,738,842,673,3.13,271,1.53664921465969,0,0
1022,2,"C","Hogar",112,12.1102941176471,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,839761.518095238,369.94779420634,0,0,0,0,0,1,0,1,"2803200011237","28","32","1237","Urbana","Tamaulipas","Reynosa",16,4,1791,14.09,1471,1480,2366,2803,2093,252,273,569,2069,165,905,2803,1140,905,1061,826,3.1,858,0.768324607329843,1.43170731707317,0
964,2,"C","Base",96,10,10,"Barrio Competido","UT_GAS_URBANA","TRAIN",480000,100,1426238.37571429,464.526435440056,0,0,0,0,0,0,0,0,"2803200013290","28","32","3290","Urbana","Tamaulipas","Reynosa",7,11,350,9.19,793,815,1301,1566,1009,198,66,455,1065,46,462,1566,493,462,486,455,3.39,214,1.53664921465969,0,0
1024,2,"B","Hogar",121.61,12.1102941176471,9,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,930658.814285714,492.63556143181,0,0,0,0,0,1,0,1,"2803200013962","28","32","3962","Urbana","Tamaulipas","Reynosa",18,19,870,9.62,1722,1747,2675,3436,2119,418,107,1149,2217,70,976,3436,1069,976,1016,923,3.52,405,0.768324607329843,1.43170731707317,0
1025,2,"B","Hogar",112,12.1102941176471,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1064892.88380952,516.319652002635,0,0,0,0,0,0,0,0,"2803200014087","28","32","4087","Urbana","Tamaulipas","Reynosa",32,13,1246,10.21,2162,2203,3387,3961,2581,498,83,1239,2679,43,1288,3898,1638,1289,1628,1279,3.03,604,1.53664921465969,0,0
1026,2,"C","Hogar",115.1,12.1102941176471,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,863547.547619048,580.471182889958,0,0,0,0,0,1,0,1,"2803200013905","28","32","3905","Urbana","Tamaulipas","Reynosa",9,4,1289,13.91,1165,1177,2040,2280,1466,161,49,727,1529,24,676,2280,851,676,822,647,3.37,628,0.768324607329843,1.43170731707317,0
1027,2,"C","Hogar",112.25,12.1102941176471,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,907526.753333333,519.133544119039,0,0,0,0,0,1,0,1,"2803200011646","28","32","1646","Urbana","Tamaulipas","Reynosa",3,3,738,10.25,950,972,1318,1905,1448,205,309,368,1309,225,634,1905,778,634,755,611,3,406,0.768324607329843,1.43170731707317,0
1028,2,"C","Hogar",117.5,12.1102941176471,15,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1326821.30619048,470.899767945366,0,0,0,0,0,3,0,3,"2803200013727","28","32","3727","Urbana","Tamaulipas","Reynosa",22,18,1653,11.23,2003,2030,3363,3977,2641,508,170,1073,2795,106,1174,3977,1449,1174,1395,1120,3.39,886,0.768324607329843,1.43170731707317,0
1029,2,"C","Hogar",104.95,12.1102941176471,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1370620.04047619,1094.15223151832,0,0,0,0,0,0,0,0,"2803200012184","28","32","2184","Urbana","Tamaulipas","Reynosa",17,15,1030,9.45,1830,1851,2866,3594,2539,485,320,847,2501,216,978,3594,1225,978,1209,962,3.67,498,1.53664921465969,0,0
1031,2,"B","Hogar",111.93,12.1102941176471,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,891552.036666667,649.843807276205,0,0,0,0,0,0,0,0,"2802500010111","28","25","0111","Urbana","Tamaulipas","Miguel Alemán",27,16,858,9.6,1447,1468,1957,2633,2039,285,383,487,1918,228,1074,2633,1106,1074,1102,1070,2.45,644,1,0,0
1032,2,"C","Hogar",112,12.1102941176471,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1183738.62285714,97.8215701310572,0,0,0,0,0,0,0,0,"2803200010351","28","32","0351","Urbana","Tamaulipas","Reynosa",4,7.5,373,10.22,578,585,620,1026,789,98,223,173,651,164,414,1025,593,414,559,380,2.48,263,1.2805410122164,0.477235772357724,0
1033,2,"C","Hogar",134.13,12.1102941176471,12,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1056867.72047619,511.544354388482,0,0,0,0,0,1,0,1,"2803200012076","28","32","2076","Urbana","Tamaulipas","Reynosa",10,11,515,8.56,1098,1117,1521,2212,1595,265,312,501,1499,184,621,2212,787,621,783,617,3.56,296,0.768324607329843,1.43170731707317,0
906,2,"CD","Hogar",80.4,8,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,2220733.67571429,369.94779420634,0,0,0,0,0,0,0,0,"2803200013657","28","32","3657","Urbana","Tamaulipas","Reynosa",12,15,1510,10.28,2054,2071,2948,3996,2759,514,287,1003,2813,179,1192,3996,1467,1192,1439,1164,3.35,705,1.53664921465969,0,0
895,2,"C","Hogar",127.87,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1046795.44428571,895.376740109127,0,0,0,0,0,0,0,0,"2803200013233","28","32","3233","Urbana","Tamaulipas","Reynosa",17,20,2276,10.61,3475,3556,5345,6461,4267,859,289,1717,4552,176,1882,6461,2225,1882,2197,1854,3.43,1290,1.53664921465969,0,0
896,2,"CD","Hogar",88.38,12,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,993367.795714286,604.635355805277,0,0,0,0,0,0,0,0,"2803200013680","28","32","3680","Urbana","Tamaulipas","Reynosa",14,13,2045,11.28,2301,2343,3674,4536,3303,693,361,968,3361,207,1336,4536,1528,1336,1433,1241,3.4,995,1.53664921465969,0,0
897,2,"C","Hogar",127,10,11,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1027630.70619048,380.97658504862,0,0,0,0,0,0,0,0,"2803200012729","28","32","2729","Urbana","Tamaulipas","Reynosa",22,10,1667,10.92,2046,2090,2900,3747,2773,557,279,793,2798,151,1136,3747,1273,1136,1231,1094,3.3,836,1.53664921465969,0,0
898,2,"C","Hogar",94,8,7,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,95.2,715337.676666667,245.444328475961,0,0,0,0,0,2,0,2,"2803200011504","28","32","1504","Urbana","Tamaulipas","Reynosa",28,13,1646,11.3,1628,1683,2559,3203,2602,353,620,502,2331,370,1120,3203,1318,1120,1180,982,2.86,780,0.512216404886562,1.90894308943089,0
899,2,"BC","Receso",98.95,12,12,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,85.7,998442.203809524,523.999570582191,0,0,0,0,0,1,0,1,"2803200011222","28","32","1222","Urbana","Tamaulipas","Reynosa",9,7.5,426,12.6,365,372,597,723,590,55,172,105,493,125,266,723,398,266,382,250,2.72,209,0.768324607329843,1.43170731707317,0
901,2,"C","Hogar",96.74,10,10,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1375304.21619048,577.741318233152,0,0,0,0,0,1,0,1,"2803200011701","28","32","1701","Urbana","Tamaulipas","Reynosa",6,4,619,11.2,734,737,1011,1354,1030,160,169,256,993,102,434,1354,577,434,569,426,3.12,291,1.22931937172775,0.572682926829268,0
902,2,"CD","Hogar",105,10,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,770279.539047619,393.836088406145,0,0,0,0,0,4,0,4,"2803200013515","28","32","3515","Urbana","Tamaulipas","Reynosa",0,7.5,1346,13.77,953,994,1540,1962,1559,240,280,324,1482,156,637,1962,747,637,656,546,3.08,593,0.813520172466893,1.34748923959828,0
903,2,"C","Receso",96.4,9,10,"Parada Técnica","UT_DENSIDAD","TRAIN",516000,95.2,646887.729047619,279.808098512558,0,0,0,0,0,2,0,2,"2803200011519","28","32","1519","Urbana","Tamaulipas","Reynosa",0,7.5,570,11.91,493,499,808,1013,853,86,347,126,612,275,377,1012,508,377,404,273,2.68,293,0.512216404886562,1.90894308943089,0
905,2,"CD","Hogar",96.4,10,7,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1375438.89047619,659.011165999628,0,0,0,0,0,0,0,0,"280320001085A","28","32","085A","Urbana","Tamaulipas","Reynosa",40,23,1348,9.38,2429,2446,3596,4720,3480,596,563,1046,3292,380,1611,4720,2140,1611,2095,1566,2.93,667,1.53664921465969,0,0
894,2,"C","Hogar",95.08,10,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1287121.41571429,487.275123655306,0,0,0,0,0,3,0,3,"2803200012644","28","32","2644","Urbana","Tamaulipas","Reynosa",19,15,1275,11.47,1207,1245,2002,2555,1966,256,417,490,1850,215,830,2555,1097,830,1054,787,3.08,611,0.384162303664921,2.14756097560976,0
907,2,"C","Hogar",104.2,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1672448.00809524,432.478157465844,0,0,0,0,0,2,0,2,"2803200012396","28","32","2396","Urbana","Tamaulipas","Reynosa",20,22,2315,10.52,3466,3489,5160,6381,4435,865,295,1502,4664,182,1921,6381,2214,1921,2153,1860,3.32,1250,0.87808526551982,1.22717770034843,0
908,2,"CD","Hogar",105.1,10,13,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,1000006.03333333,74.0658362790918,0,0,0,0,0,0,0,0,"2803200011754","28","32","1754","Urbana","Tamaulipas","Reynosa",8,5,373,9.26,746,757,1019,1231,930,145,210,215,856,135,384,1231,468,384,461,377,3.21,202,1.53664921465969,0,0
909,2,"C","Hogar",95,7,6,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,603348.615714286,245.444328475961,0,0,0,0,0,3,0,3,"2803200013515","28","32","3515","Urbana","Tamaulipas","Reynosa",0,7.5,1346,13.77,953,994,1540,1962,1559,240,280,324,1482,156,637,1962,747,637,656,546,3.08,593,0.813520172466893,1.34748923959828,0
911,2,"CD","Hogar",123.4,10,5,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,85.7,600360.342380952,424.907075080166,0,0,0,0,0,1,0,1,"280320001288A","28","32","288A","Urbana","Tamaulipas","Reynosa",23,22,1508,10.92,2097,2104,2945,3734,2630,586,160,865,2776,91,1121,3734,1352,1121,1346,1115,3.33,703,0.768324607329843,1.43170731707317,0
912,2,"C","Hogar",108,10,8,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,90.5,1045805.23190476,333.860273199349,0,0,0,0,0,1,0,1,"280320001313A","28","32","313A","Urbana","Tamaulipas","Reynosa",14,26,2236,10.22,3503,3547,5750,6985,4564,1021,259,1818,4988,151,1922,6985,2105,1922,2060,1877,3.63,1107,0.768324607329843,1.43170731707317,0
913,2,"C","Hogar",98.36,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1617030.63571429,431.194986754569,0,0,0,0,0,0,0,0,"2803200011576","28","32","1576","Urbana","Tamaulipas","Reynosa",6,3,749,12.26,479,491,1089,1241,1003,98,311,190,817,234,440,1241,525,440,517,432,2.82,373,1.53664921465969,0,0
914,2,"B","Receso",112.3,10,10,"Parada Técnica","UT_GAS_URBANA","TRAIN",516000,100,1269440.6847619,1040.83040835706,0,0,0,0,0,0,0,0,"2803302910698","28","33","0698","Urbana","Tamaulipas","Río Bravo",13,16,368,7.56,1246,1277,1315,2570,1674,325,239,749,1670,151,648,2570,808,648,718,558,3.97,190,3.71726190476191,0,0
915,2,"C","Hogar",105.74,10,10,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1181898.90952381,401.272315169494,0,0,0,0,0,3,0,3,"2803200011186","28","32","1186","Urbana","Tamaulipas","Reynosa",7,7.5,330,11.08,377,381,403,683,560,47,167,95,478,110,318,683,453,318,428,293,2.15,218,0.682955206515416,1.59078590785908,0
916,2,"C","Receso",92,10,6,"Parada Técnica","UT_DENSIDAD","TRAIN",516000,100,2705691.72095238,1040.83040835706,0,0,0,0,0,0,0,0,"2803302910630","28","33","0630","Urbana","Tamaulipas","Río Bravo",17,13,338,7.75,805,821,651,1626,1144,170,268,396,1045,179,469,1615,589,470,460,341,3.44,172,3.71726190476191,0,0
917,2,"C","Hogar",214.2,10,14,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,1105852.48571429,470.899767945366,0,0,0,0,0,1,0,1,"2803200013727","28","32","3727","Urbana","Tamaulipas","Reynosa",22,18,1653,11.23,2003,2030,3363,3977,2641,508,170,1073,2795,106,1174,3977,1449,1174,1395,1120,3.39,886,0.768324607329843,1.43170731707317,0
883,2,"C","Receso",103.3,10,8,"Clásico","UT_GAS_URBANA","TRAIN",516000,95.2,998572.781428571,326.644162285983,0,0,0,0,0,0,0,0,"2803200011523","28","32","1523","Urbana","Tamaulipas","Reynosa",14,12,1249,12.43,965,989,1767,2188,1756,186,493,357,1487,344,734,2188,907,734,899,726,2.98,597,1.53664921465969,0,0
864,2,"C","Receso",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",516000,94.6,1270009.05565079,779.872719864227,0,0,0,0,0,0,0,0,"2803200011824","28","32","1824","Urbana","Tamaulipas","Reynosa",3,8,498,9.98,683,701,1127,1444,1043,170,227,317,979,148,406,1444,597,406,583,392,3.56,237,1.53664921465969,0,0
865,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,0,225395.095,108.787630869835,0,0,0,0,0,0,0,0,"2803200013708","28","32","3708","Urbana","Tamaulipas","Reynosa",25,17,1115,9.78,1927,1957,3219,3986,2562,508,169,1117,2770,99,1118,3986,1247,1118,1106,977,3.57,630,1.53664921465969,0,0
866,2,"C","Receso",112.663425925926,11.7731092436975,8.63934426229508,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,0,381184.625,518.734433525414,0,0,0,0,0,1,0,1,"2803200010807","28","32","0807","Urbana","Tamaulipas","Reynosa",7,7,297,9.13,567,571,893,1179,812,152,134,309,787,80,316,1179,635,316,628,309,3.73,140,0.768324607329843,1.43170731707317,0
875,2,"BC","Receso",107.7,10,12,"Parada Técnica","UT_TRAFICO_VEHICULAR","TRAIN",516000,95.2,899321.306666667,102.936057107189,0,0,0,0,0,0,0,0,"2803200011078","28","32","1078","Urbana","Tamaulipas","Reynosa",9,6,256,11.32,360,360,441,531,447,43,126,77,360,94,227,526,360,227,356,223,2.32,155,1.53664921465969,0,0
876,2,"BC","Hogar",126,10,10,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,706821.340952381,486.891952255733,0,0,0,0,0,1,0,1,"2803200011129","28","32","1129","Urbana","Tamaulipas","Reynosa",8,12,282,9.97,393,410,444,720,571,63,178,125,473,122,262,719,360,262,282,184,2.74,197,0.768324607329843,1.43170731707317,0
877,2,"CD","Receso",191.2,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",516000,90.5,1037733.33,466.897881371196,0,0,0,0,0,1,0,1,"2803200013676","28","32","3676","Urbana","Tamaulipas","Reynosa",24,20,2246,11.35,2743,2794,4056,4837,3460,844,216,1061,3667,107,1390,4837,1561,1390,1524,1353,3.48,1068,0.682955206515416,1.59078590785908,0
2,2,"C","Hogar",109.079797979798,12.1102941176471,9.00887573964497,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,899474.13047619,401.368529045921,0,0,0,0,0,2,0,2,"2803200012998","28","32","2998","Urbana","Tamaulipas","Reynosa",16,13,3561,11.39,4087,4147,5893,7253,5508,1176,488,1420,5591,241,2197,7253,2532,2197,2439,2104,3.3,1642,0.512216404886562,1.90894308943089,0
879,2,"C","Receso",110,10,10,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,85.7,798700.734285714,196.86195679969,0,0,0,0,0,2,0,2,"2803200010351","28","32","0351","Urbana","Tamaulipas","Reynosa",4,7.5,373,10.22,578,585,620,1026,789,98,223,173,651,164,414,1025,593,414,559,380,2.48,263,1.2805410122164,0.477235772357724,0
881,2,"B","Hogar",130,10,10,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",490000,95.2,742007.540952381,486.891952255733,0,0,0,0,0,1,0,1,"2803200011203","28","32","1203","Urbana","Tamaulipas","Reynosa",8,3,329,11.78,298,298,499,633,481,42,162,130,379,124,224,563,375,225,357,207,2.51,159,0.768324607329843,1.43170731707317,0
882,2,"B","Receso",110,10,10,"Clásico","UT_DENSIDAD","TRAIN",516000,100,1169355.2052381,390.99635601025,0,0,0,0,0,2,0,2,"2803200011044","28","32","1044","Urbana","Tamaulipas","Reynosa",3,7.5,335,11.81,343,348,475,636,505,44,164,110,400,126,249,636,353,249,321,217,2.55,182,0.512216404886562,1.90894308943089,0
918,2,"C","Hogar",111.75,10,10,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,100,1319330.10428571,518.177381139981,0,0,0,0,0,2,0,2,"2803200011294","28","32","1294","Urbana","Tamaulipas","Reynosa",15,14,408,9.05,702,708,896,1508,1095,176,271,334,965,197,447,1508,520,447,499,426,3.37,197,0.87808526551982,1.22717770034843,0
884,2,"C","Base",122.54,8,12,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",480000,95.2,1019987.45809524,288.241036789721,0,0,0,0,0,2,0,2,"2803200010351","28","32","0351","Urbana","Tamaulipas","Reynosa",4,7.5,373,10.22,578,585,620,1026,789,98,223,173,651,164,414,1025,593,414,559,380,2.48,263,1.2805410122164,0.477235772357724,0
885,2,"B","Receso",110.15,10,9,"Oficinistas","UT_TRAFICO_PEATONAL","TRAIN",516000,100,1080185.05428571,616.797704972558,0,0,0,0,0,1,0,1,"280330001058A","28","33","058A","Urbana","Tamaulipas","Río Bravo",3,4,477,12.79,372,382,514,777,637,64,216,122,492,163,280,777,354,280,344,270,2.78,233,1.85863095238095,8.00641025641026,0
886,2,"BC","Base",94.3,10,9,"Clásico","UT_TRAFICO_VEHICULAR","TRAIN",480000,90.5,952270.258095238,533.026524653601,0,0,0,0,0,2,0,2,"2803200011379","28","32","1379","Urbana","Tamaulipas","Reynosa",9,7.5,375,11.65,365,371,600,743,609,58,206,108,494,141,280,743,378,280,362,264,2.65,194,0.512216404886562,1.90894308943089,0
887,2,"C","Receso",188.99,11.5164835164835,11,"Oficinistas","UT_TRAFICO_VEHICULAR","TRAIN",516000,81,594319.8,354.480129901578,0,0,0,0,0,0,0,0,"2803200011561","28","32","1561","Urbana","Tamaulipas","Reynosa",12,6,591,10.99,613,614,1073,1272,1023,120,306,160,872,219,441,1272,609,441,540,372,2.88,321,1.02443280977312,0.954471544715447,0
888,2,"C","Hogar",121,10,14,"Hogar Reunión","UT_TRAFICO_VEHICULAR","TRAIN",490000,100,1448719.14380952,326.644162285983,0,0,0,0,0,0,0,0,"2803200011449","28","32","1449","Urbana","Tamaulipas","Reynosa",8,9,299,10.64,309,324,609,774,588,74,162,115,517,104,271,774,347,271,346,270,2.86,151,1.53664921465969,0,0
889,2,"BC","Hogar",133,10,14,"Hogar Reunión","UT_DENSIDAD","TRAIN",490000,95.2,872313.356666667,494.011190038626,0,0,0,0,0,0,0,0,"2803200011307","28","32","1307","Urbana","Tamaulipas","Reynosa",9,7.5,505,13.62,327,330,600,723,613,51,233,84,458,181,276,723,367,276,345,254,2.62,236,1.53664921465969,0,0
891,2,"C","Hogar",113.17,12,6,"Hogar Reunión","UT_GAS_URBANA","TRAIN",490000,90.5,1001932.97142857,1138.93021532189,0,0,0,0,0,1,0,1,"2803300010274","28","33","0274","Urbana","Tamaulipas","Río Bravo",29,27,1805,10.18,2582,2628,3932,5082,3499,604,530,1331,3419,328,1532,5082,1883,1532,1861,1510,3.32,828,1.85863095238095,8.00641025641026,0
